joint_number,joint_length,wall_thickness,dist_upstream_weld,dist_downstream_weld,log_distance,event_type,orientation,depth_percent,depth_inches,Metal Loss Depth + Tolerance[%],Dimension Classification,Metal Loss Depth Tolerance [%] (includes seamless and HAZ and modified specs),Dent Depth[%],Dent Depth[in],Is any part of the dent affecting the top of the pipe? [Y/N],length,width,clock_position,comments,Anomalies per Joint,Was anomaly sizing reviewed by analyst? [Y/N],Was anomaly sizing/dimensions manually changed? [Y/N],Magnetization Level [kA/m] for MFL survey or Actual WT [in] for UT Survey,elevation,Seam Position[hh:mm],Distance To Seam Weld [in],Tool,pdesign,smys,Pipe Type,Pipe Diameter (O.D.)[in.],safe_pressure_psi,burst_pressure_psi,Effective Area Psafe [PSI],Effective Area Pburst [PSI],erf,rpr,Length Tolerance [in],Width Tolerance [in],inspection_year,feature_id,is_anomaly,distance_ft_original,distance_ft_aligned,event_type_normalized,is_reference,clock_decimal,original_index,corrected_distance
8000,40.095,0.344,39.242,0.853,29320.279,Metal Loss,External,61.0,0.21,76.0,GENE,15.0,,,,1.7,1.9,3:38,*EXT ML,4,Y,Y,5.97,122.125,11:56,23.248,CMFL,1025,65000,E.R. WELD,24,1407.9,1955.4,1353.0,1879.2,0.728,1.048,0.8,1.0,2022,Metal Loss_29320.3,True,29320.279,29319.521999999997,METAL_LOSS,False,3.6333333333333333,2094,29326.587531861824
8000,40.095,0.344,39.298,0.801,29320.331,Metal Loss,External,26.0,0.089,41.0,GENE,20.0,,,,1.7,1.5,8:09,EXT ML,4,N,N,5.97,122.121,11:56,23.667,CMFL,1025,65000,E.R. WELD,24,1505.5,2091.0,1495.7,2077.3,0.681,1.123,1.0,1.2,2022,Metal Loss_29320.3,True,29320.331,29319.573999999997,METAL_LOSS,False,8.15,2095,29326.63949943883
8020,40.177,0.344,19.006,21.175,29380.174,Metal Loss,External,15.0,0.052,30.0,GENE,20.0,,,,17.0,3.3,2:09,EXT ML,2,N,N,5.97,118.959,01:40,3.142,CMFL,1025,65000,E.R. WELD,24,1391.7,1932.9,1363.1,1893.2,0.737,1.037,1.0,1.2,2022,Metal Loss_29380.2,True,29380.174,29379.417,METAL_LOSS,False,2.15,2099,29386.54658038181
8020,40.177,0.344,21.017,19.16,29382.188,Metal Loss,External,14.0,0.048,29.0,GENE,20.0,,,,3.9,2.2,2:11,EXT ML,2,N,N,5.97,118.898,01:40,3.142,CMFL,1025,65000,E.R. WELD,24,1484.8,2062.2,1472.4,2045.0,0.69,1.107,1.0,1.2,2022,Metal Loss_29382.2,True,29382.188,29381.430999999997,METAL_LOSS,False,2.183333333333333,2100,29388.556720511733
8060,40.351,0.344,2.379,37.972,29524.137,Metal Loss,External,41.0,0.141,56.0,GENE,15.0,,,,14.8,5.4,5:37,*EXT ML,24,Y,Y,5.97,110.861,UNKN,,CMFL,1025,65000,E.R. WELD,24,1109.6,1541.1,1180.8,1640.1,0.924,0.825,1.0,1.2,2022,Metal Loss_29524.1,True,29524.137,29523.379999999997,METAL_LOSS,False,5.616666666666667,2105,29530.117314564694
8060,40.351,0.344,3.76,36.591,29525.518,Metal Loss,External,17.0,0.058,32.0,GENE,20.0,,,,18.6,3.9,5:47,EXT ML,24,N,N,5.97,110.76,UNKN,,CMFL,1025,65000,E.R. WELD,24,1362.4,1892.2,1357.3,1885.2,0.752,1.019,1.0,1.2,2022,Metal Loss_29525.5,True,29525.518,29524.761,METAL_LOSS,False,5.783333333333333,2106,29531.48630170256
8060,40.351,0.344,7.333,33.018,29529.091,Metal Loss,External,15.0,0.052,30.0,GENE,20.0,,,,6.6,5.9,5:44,EXT ML,24,N,N,5.97,110.506,UNKN,,CMFL,1025,65000,E.R. WELD,24,1441.6,2002.2,1424.2,1978.1,0.711,1.073,1.0,1.2,2022,Metal Loss_29529.1,True,29529.091,29528.334,METAL_LOSS,False,5.733333333333333,2107,29535.02822135759
8060,40.351,0.344,8.593,31.755,29530.354,Metal Loss,External,18.0,0.062,33.0,GENE,20.0,,,,7.7,3.7,6:07,EXT ML,24,N,N,5.97,110.416,UNKN,,CMFL,1025,65000,E.R. WELD,24,1400.0,1944.4,1376.0,1911.0,0.732,1.047,1.0,1.2,2022,Metal Loss_29530.4,True,29530.354,29529.597,METAL_LOSS,False,6.116666666666666,2108,29536.280234938415
8060,40.351,0.344,9.226,31.125,29530.984,Metal Loss,External,19.0,0.065,34.0,GENE,20.0,,,,19.3,5.2,5:13,EXT ML,24,N,N,5.97,110.371,UNKN,,CMFL,1025,65000,E.R. WELD,24,1342.3,1864.3,1345.5,1868.8,0.764,1.002,1.0,1.2,2022,Metal Loss_29531.0,True,29530.984,29530.227,METAL_LOSS,False,5.216666666666667,2109,29536.904754776835
8060,40.351,0.344,10.089,30.262,29531.847,Metal Loss,External,19.0,0.065,34.0,GENE,20.0,,,,11.9,3.3,6:30,EXT ML,24,N,N,5.97,110.31,UNKN,,CMFL,1025,65000,E.R. WELD,24,1369.0,1901.3,1341.9,1863.7,0.749,1.018,1.0,1.2,2022,Metal Loss_29531.8,True,29531.847,29531.09,METAL_LOSS,False,6.5,2110,29537.760247825332
8060,40.351,0.344,11.227,29.121,29532.989,Metal Loss,External,21.0,0.072,36.0,GENE,20.0,,,,12.6,9.1,4:53,EXT ML,24,N,N,5.97,110.229,UNKN,,CMFL,1025,65000,E.R. WELD,24,1336.6,1856.4,1298.4,1803.3,0.767,1.0,1.0,1.2,2022,Metal Loss_29533.0,True,29532.989,29532.232,METAL_LOSS,False,4.883333333333333,2111,29538.892313945133
8060,40.351,0.344,12.497,27.851,29534.259,Metal Loss,External,25.0,0.086,40.0,GENE,20.0,,,,11.2,4.8,7:06,EXT ML,24,N,N,5.97,110.139,UNKN,,CMFL,1025,65000,E.R. WELD,24,1311.3,1821.3,1288.8,1790.0,0.782,0.975,1.0,1.2,2022,Metal Loss_29534.3,True,29534.259,29533.501999999997,METAL_LOSS,False,7.1,2112,29540.151266635272
8060,40.351,0.344,12.68,27.667,29534.442,Metal Loss,External,26.0,0.089,41.0,GENE,20.0,,,,17.8,8.3,4:38,EXT ML,24,N,N,5.97,110.126,UNKN,,CMFL,1025,65000,E.R. WELD,24,1264.1,1755.7,1251.4,1738.1,0.811,0.946,1.0,1.2,2022,Metal Loss_29534.4,True,29534.442,29533.685,METAL_LOSS,False,4.633333333333333,2113,29540.332674778816
8060,40.351,0.344,13.871,26.476,29535.633,Metal Loss,External,30.0,0.103,45.0,GENE,20.0,,,,12.3,5.6,7:01,EXT ML,24,N,N,5.97,110.041,UNKN,,CMFL,1025,65000,E.R. WELD,24,1250.5,1736.8,1255.5,1743.7,0.82,0.93,1.0,1.2,2022,Metal Loss_29535.6,True,29535.633,29534.876,METAL_LOSS,False,7.016666666666667,2114,29541.513314663825
8060,40.351,0.344,14.846,25.505,29536.604,Metal Loss,External,49.0,0.169,64.0,GENE,20.0,,,,4.4,3.5,4:08,EXT ML,24,N,N,5.97,109.972,UNKN,,CMFL,1025,65000,E.R. WELD,24,1228.2,1705.9,1145.6,1591.1,0.835,0.919,1.0,1.2,2022,Metal Loss_29536.6,True,29536.604,29535.847,METAL_LOSS,False,4.133333333333334,2115,29542.475868256053
8060,40.351,0.344,15.351,24.997,29537.113,Metal Loss,External,24.0,0.082,39.0,GENE,20.0,,,,8.6,4.7,6:50,EXT ML,24,N,N,5.97,109.936,UNKN,,CMFL,1025,65000,E.R. WELD,24,1343.0,1865.3,1371.2,1904.5,0.763,0.999,1.0,1.2,2022,Metal Loss_29537.1,True,29537.113,29536.356,METAL_LOSS,False,6.833333333333333,2116,29542.98044063344
8060,40.351,0.344,15.505,24.843,29537.267,Metal Loss,External,37.0,0.127,52.0,GENE,15.0,,,,4.6,5.0,4:13,*EXT ML,24,Y,Y,5.97,109.925,UNKN,,CMFL,1025,65000,E.R. WELD,24,1315.7,1827.3,1316.0,1827.8,0.779,0.982,0.8,1.0,2022,Metal Loss_29537.3,True,29537.267,29536.51,METAL_LOSS,False,4.216666666666667,2117,29543.133101038387
8060,40.351,0.344,16.791,23.56,29538.55,Metal Loss,External,19.0,0.065,34.0,GENE,20.0,,,,7.8,4.8,4:27,EXT ML,24,N,N,5.97,109.833,UNKN,,CMFL,1025,65000,E.R. WELD,24,1395.8,1938.6,1397.6,1941.0,0.734,1.04,1.0,1.2,2022,Metal Loss_29538.5,True,29538.55,29537.793,METAL_LOSS,False,4.45,2119,29544.404940645833
8060,40.351,0.344,16.808,23.543,29538.566,Metal Loss,External,28.0,0.096,43.0,GENE,20.0,,,,3.5,3.5,6:53,EXT ML,24,N,N,5.97,109.832,UNKN,,CMFL,1025,65000,E.R. WELD,24,1423.4,1976.9,1395.7,1938.4,0.72,1.062,1.0,1.2,2022,Metal Loss_29538.6,True,29538.566,29537.808999999997,METAL_LOSS,False,6.883333333333333,2120,29544.420801467124
8060,40.351,0.344,17.927,22.425,29539.685,Metal Loss,External,59.0,0.203,74.0,PITT,15.0,,,,1.1,2.0,7:22,*EXT ML,24,Y,Y,5.97,109.753,UNKN,,CMFL,1025,65000,E.R. WELD,24,1487.6,2066.2,1463.1,2032.1,0.689,1.109,0.4,1.0,2022,Metal Loss_29539.7,True,29539.685,29538.928,METAL_LOSS,False,7.366666666666666,2121,29545.530067656317
8060,40.351,0.344,18.323,22.024,29540.085,Metal Loss,External,22.0,0.076,37.0,GENE,20.0,,,,2.2,3.2,7:07,EXT ML,24,N,N,5.97,109.724,UNKN,,CMFL,1025,65000,E.R. WELD,24,1497.0,2079.2,1485.9,2063.8,0.685,1.116,1.0,1.2,2022,Metal Loss_29540.1,True,29540.085,29539.328,METAL_LOSS,False,7.116666666666666,2123,29545.926588188642
8060,40.351,0.344,18.406,21.946,29540.164,Metal Loss,External,21.0,0.072,36.0,GENE,20.0,,,,3.7,3.5,4:17,EXT ML,24,N,N,5.97,109.719,UNKN,,CMFL,1025,65000,E.R. WELD,24,1455.0,2020.8,1435.7,1994.1,0.705,1.084,1.0,1.2,2022,Metal Loss_29540.2,True,29540.164,29539.407,METAL_LOSS,False,4.283333333333333,2124,29546.00490099378
8060,40.351,0.344,19.062,21.289,29540.82,Metal Loss,External,21.0,0.072,36.0,GENE,20.0,,,,9.9,6.5,4:44,EXT ML,24,N,N,5.97,109.672,UNKN,,CMFL,1025,65000,E.R. WELD,24,1356.8,1884.4,1386.9,1926.3,0.756,1.012,1.0,1.2,2022,Metal Loss_29540.8,True,29540.82,29540.063,METAL_LOSS,False,4.733333333333333,2125,29546.655194666797
8060,40.351,0.344,19.649,20.699,29541.411,Metal Loss,External,20.0,0.069,35.0,GENE,20.0,,,,4.6,3.9,7:05,EXT ML,24,N,N,5.97,109.63,UNKN,,CMFL,1025,65000,E.R. WELD,24,1435.0,1993.1,1418.5,1970.2,0.714,1.071,1.0,1.2,2022,Metal Loss_29541.4,True,29541.411,29540.654,METAL_LOSS,False,7.083333333333333,2126,29547.241053753314
8060,40.351,0.344,34.065,6.286,29555.823,Metal Loss,External,37.0,0.127,52.0,GENE,20.0,,,,12.9,4.1,7:23,EXT ML,24,N,N,5.97,108.605,UNKN,,CMFL,1025,65000,E.R. WELD,24,1167.9,1622.1,1281.3,1779.6,0.878,0.869,1.0,1.2,2022,Metal Loss_29555.8,True,29555.823,29555.066,METAL_LOSS,False,7.383333333333334,2127,29561.52768853312
8060,40.351,0.344,36.906,3.445,29558.665,Metal Loss,External,14.0,0.048,29.0,GENE,20.0,,,,5.9,4.1,7:21,EXT ML,24,N,N,5.97,108.403,UNKN,,CMFL,1025,65000,E.R. WELD,24,1457.4,2024.2,1440.2,2000.3,0.703,1.085,1.0,1.2,2022,Metal Loss_29558.7,True,29558.665,29557.908,METAL_LOSS,False,7.35,2128,29564.344966915316
8060,40.351,0.344,39.357,0.994,29561.115,Metal Loss,External,38.0,0.131,53.0,GENE,20.0,,,,2.2,3.8,4:24,EXT ML,24,N,N,5.97,108.228,UNKN,,CMFL,1025,65000,E.R. WELD,24,1446.9,2009.5,1420.4,1972.7,0.709,1.079,1.0,1.2,2022,Metal Loss_29561.1,True,29561.115,29560.358,METAL_LOSS,False,4.4,2130,29566.77365517583
8060,40.351,0.344,39.564,0.784,29561.325,Metal Loss,External,27.0,0.093,42.0,GENE,20.0,,,,1.7,2.2,8:05,EXT ML,24,N,N,5.97,108.214,UNKN,,CMFL,1025,65000,E.R. WELD,24,1508.2,2094.7,1498.9,2081.8,0.68,1.124,1.0,1.2,2022,Metal Loss_29561.3,True,29561.325,29560.568,METAL_LOSS,False,8.083333333333334,2131,29566.981828455304
8140,40.249,0.344,0.453,39.797,29813.353,Metal Loss,External,12.0,0.041,27.0,GENE,20.0,,,,7.3,4.2,7:54,EXT ML,2,N,N,5.97,96.938,04:04,24.086,CMFL,1025,65000,E.R. WELD,24,1461.2,2029.4,1445.0,2007.0,0.702,1.086,1.0,1.2,2022,Metal Loss_29813.4,True,29813.353,29812.596,METAL_LOSS,False,7.9,2148,29792.630523975153
8140,40.249,0.344,0.463,39.787,29813.363,Metal Loss,External,33.0,0.113,48.0,GENE,20.0,,,,5.7,1.6,9:52,EXT ML,2,N,N,5.97,96.939,04:04,37.49,CMFL,1025,65000,E.R. WELD,24,1312.2,1822.5,1355.1,1882.0,0.781,0.979,1.0,1.2,2022,Metal Loss_29813.4,True,29813.363,29812.606,METAL_LOSS,False,9.866666666666667,2149,29792.64046931677
8280,40.033,0.344,30.531,9.501,30379.501,Metal Loss,External,42.0,0.144,57.0,GENE,15.0,,,,5.0,5.5,6:43,*EXT ML,6,Y,Y,5.97,118.457,UNKN,,CMFL,1025,65000,E.R. WELD,24,1259.5,1749.3,1253.6,1741.2,0.814,0.939,0.8,1.0,2022,Metal Loss_30379.5,True,30379.501,30378.744,METAL_LOSS,False,6.716666666666667,2175,30381.975326855343
8280,40.033,0.344,30.988,9.045,30379.957,Metal Loss,External,39.0,0.134,54.0,GENE,15.0,,,,23.7,8.2,5:06,*EXT ML,6,Y,Y,5.97,118.407,UNKN,,CMFL,1025,65000,E.R. WELD,24,1099.0,1526.4,1229.2,1707.2,0.933,0.821,1.0,1.2,2022,Metal Loss_30380.0,True,30379.957,30379.199999999997,METAL_LOSS,False,5.1,2176,30382.43049534134
8280,40.033,0.344,31.276,8.757,30380.246,Metal Loss,External,20.0,0.069,35.0,GENE,15.0,,,,5.6,4.6,7:44,*EXT ML,6,Y,Y,5.97,118.376,UNKN,,CMFL,1025,65000,E.R. WELD,24,1420.5,1972.9,1395.3,1937.9,0.722,1.056,0.8,1.0,2022,Metal Loss_30380.2,True,30380.246,30379.489,METAL_LOSS,False,7.733333333333333,2177,30382.71896835111
8280,40.033,0.344,32.825,7.208,30381.795,Metal Loss,External,22.0,0.076,37.0,GENE,20.0,,,,8.2,2.4,7:50,EXT ML,6,N,N,5.97,118.207,UNKN,,CMFL,1025,65000,E.R. WELD,24,1364.0,1894.5,1383.1,1920.9,0.752,1.016,1.0,1.2,2022,Metal Loss_30381.8,True,30381.795,30381.037999999997,METAL_LOSS,False,7.833333333333333,2178,30384.265143756398
8280,40.033,0.344,34.662,5.371,30383.632,Metal Loss,External,17.0,0.058,32.0,GENE,20.0,,,,4.4,2.0,7:02,EXT ML,6,N,N,5.97,118.007,UNKN,,CMFL,1025,65000,E.R. WELD,24,1458.6,2025.9,1440.9,2001.3,0.703,1.087,1.0,1.2,2022,Metal Loss_30383.6,True,30383.632,30382.875,METAL_LOSS,False,7.033333333333333,2180,30386.098793994955
8280,40.033,0.344,38.96,1.073,30387.93,Metal Loss,External,17.0,0.058,32.0,GENE,20.0,,,,7.7,4.4,6:51,EXT ML,6,N,N,5.97,117.539,UNKN,,CMFL,1025,65000,E.R. WELD,24,1413.7,1963.5,1401.5,1946.5,0.725,1.053,1.0,1.2,2022,Metal Loss_30387.9,True,30387.93,30387.173,METAL_LOSS,False,6.85,2181,30390.388956610794
8290,40.2,0.344,16.545,23.655,30405.548,Metal Loss,External,21.0,0.072,36.0,GENE,20.0,,,,5.0,4.7,4:20,EXT ML,3,N,N,5.97,116.64,08:36,28.065,CMFL,1025,65000,E.R. WELD,24,1419.7,1971.8,1419.5,1971.5,0.722,1.06,1.0,1.2,2022,Metal Loss_30405.5,True,30405.548,30404.790999999997,METAL_LOSS,False,4.333333333333333,2183,30407.930917910446
8340,39.99,0.344,4.406,35.584,30594.242,Metal Loss,External,22.0,0.076,37.0,GENE,20.0,,,,3.2,1.2,5:35,EXT ML,1,N,N,5.97,119.485,11:24,36.652,CMFL,1025,65000,E.R. WELD,24,1464.3,2033.8,1446.7,2009.3,0.7,1.091,1.0,1.2,2022,Metal Loss_30594.2,True,30594.242,30593.484999999997,METAL_LOSS,False,5.583333333333333,2193,30595.692694673668
8370,40.154,0.344,38.868,1.286,30748.999,Metal Loss,External,14.0,0.048,29.0,GENE,20.0,,,,8.8,3.2,4:08,EXT ML,1,N,N,5.97,120.625,10:20,36.442,CMFL,1025,65000,E.R. WELD,24,1427.1,1982.1,1404.5,1950.7,0.718,1.066,1.0,1.2,2022,Metal Loss_30749.0,True,30748.999,30748.242,METAL_LOSS,False,4.133333333333334,2197,30739.037310853215
8460,40.207,0.344,39.108,1.099,31043.396,Metal Loss,External,21.0,0.072,36.0,GENE,20.0,,,,7.4,3.8,5:39,EXT ML,1,N,N,5.97,124.505,01:40,25.133,CMFL,1025,65000,E.R. WELD,24,1383.7,1921.9,1398.8,1942.8,0.741,1.03,1.0,1.2,2022,Metal Loss_31043.4,True,31043.396,31042.639,METAL_LOSS,False,5.65,2208,31007.296931380108
8520,40.102,0.344,17.054,23.051,31226.601,Metal Loss,External,17.0,0.058,32.0,GENE,20.0,,,,5.1,3.4,5:55,EXT ML,9,N,N,5.97,123.428,01:48,25.97,CMFL,1025,65000,E.R. WELD,24,1446.5,2009.1,1426.7,1981.5,0.709,1.078,1.0,1.2,2022,Metal Loss_31226.6,True,31226.601,31225.843999999997,METAL_LOSS,False,5.916666666666667,2218,31225.023043066256
8520,40.102,0.344,17.615,22.487,31227.165,Metal Loss,External,16.0,0.055,31.0,GENE,20.0,,,,4.9,3.7,3:50,EXT ML,9,N,N,5.97,123.452,01:48,12.566,CMFL,1025,65000,E.R. WELD,24,1458.2,2025.3,1444.7,2006.5,0.703,1.085,1.0,1.2,2022,Metal Loss_31227.2,True,31227.165,31226.408,METAL_LOSS,False,3.8333333333333335,2219,31225.58449739408
8520,40.102,0.344,17.789,22.316,31227.336,Metal Loss,External,29.0,0.1,44.0,GENE,20.0,,,,22.2,5.1,6:42,EXT ML,9,N,N,5.97,123.46,01:48,31.206,CMFL,1025,65000,E.R. WELD,24,1221.5,1696.5,1305.2,1812.7,0.839,0.913,1.0,1.2,2022,Metal Loss_31227.3,True,31227.336,31226.579,METAL_LOSS,False,6.7,2220,31225.754725567942
8520,40.102,0.344,19.196,20.909,31228.743,Metal Loss,External,19.0,0.065,34.0,GENE,20.0,,,,6.4,3.7,3:22,EXT ML,9,N,N,5.97,123.52,01:48,9.844,CMFL,1025,65000,E.R. WELD,24,1410.8,1959.4,1384.0,1922.2,0.727,1.052,1.0,1.2,2022,Metal Loss_31228.7,True,31228.743,31227.985999999997,METAL_LOSS,False,3.3666666666666667,2221,31227.155374928305
8520,40.102,0.344,20.276,19.826,31229.826,Metal Loss,External,11.0,0.038,26.0,GENE,20.0,,,,5.7,3.4,6:25,EXT ML,9,N,N,5.97,123.567,01:48,29.112,CMFL,1025,65000,E.R. WELD,24,1480.5,2056.2,1467.8,2038.6,0.692,1.102,1.0,1.2,2022,Metal Loss_31229.8,True,31229.826,31229.069,METAL_LOSS,False,6.416666666666667,2222,31228.233486696095
8520,40.102,0.344,20.351,19.751,31229.902,Metal Loss,External,15.0,0.052,30.0,GENE,20.0,,,,4.0,2.9,3:34,EXT ML,9,N,N,5.97,123.57,01:48,11.729,CMFL,1025,65000,E.R. WELD,24,1479.6,2054.9,1467.4,2038.0,0.693,1.101,1.0,1.2,2022,Metal Loss_31229.9,True,31229.902,31229.144999999997,METAL_LOSS,False,3.5666666666666664,2223,31228.309143662253
8520,40.102,0.344,21.253,18.848,31230.804,Metal Loss,External,17.0,0.058,32.0,GENE,20.0,,,,6.1,3.9,4:19,EXT ML,9,N,N,5.97,123.609,01:48,16.546,CMFL,1025,65000,E.R. WELD,24,1429.7,1985.6,1415.3,1965.7,0.717,1.067,1.0,1.2,2022,Metal Loss_31230.8,True,31230.804,31230.047,METAL_LOSS,False,4.316666666666666,2224,31229.20707239221
8520,40.102,0.344,23.241,16.86,31232.792,Metal Loss,External,19.0,0.065,34.0,GENE,20.0,,,,2.2,2.1,6:03,EXT ML,9,N,N,5.97,123.695,01:48,26.808,CMFL,1025,65000,E.R. WELD,24,1505.4,2090.8,1496.4,2078.3,0.681,1.122,1.0,1.2,2022,Metal Loss_31232.8,True,31232.792,31232.035,METAL_LOSS,False,6.05,2225,31231.186099349146
8520,40.102,0.344,37.247,2.858,31246.795,Metal Loss,External,20.0,0.069,35.0,GENE,20.0,,,,5.3,1.9,3:18,EXT ML,9,N,N,5.97,124.299,01:48,9.634,CMFL,1025,65000,E.R. WELD,24,1423.2,1976.7,1399.7,1944.0,0.72,1.06,1.0,1.2,2022,Metal Loss_31246.8,True,31246.795,31246.037999999997,METAL_LOSS,False,3.3,2227,31245.125895364206
8640,6.188,0.344,4.127,2.064,31629.364,Metal Loss,External,26.0,0.089,41.0,GENE,15.0,,,,2.5,3.2,1:15,*EXT ML,3,Y,Y,5.97,140.852,UNKN,,CMFL,1025,65000,E.R. WELD,24,1473.2,2046.1,1456.3,2022.7,0.696,1.098,0.8,1.0,2022,Metal Loss_31629.4,True,31629.364,31628.607,METAL_LOSS,False,1.25,2247,31599.1422774996
8640,6.188,0.344,4.619,1.572,31629.856,Metal Loss,External,50.0,0.172,65.0,GENE,15.0,,,,1.5,1.6,11:51,*EXT ML,3,Y,Y,5.97,140.808,UNKN,,CMFL,1025,65000,E.R. WELD,24,1463.2,2032.2,1435.6,1993.8,0.701,1.09,0.8,1.0,2022,Metal Loss_31629.9,True,31629.856,31629.099,METAL_LOSS,False,11.85,2248,31600.823072201583
8650,40.177,0.344,0.574,39.606,31631.998,Metal Loss,External,18.0,0.062,33.0,GENE,20.0,,,,1.9,1.9,10:24,EXT ML,2,N,N,5.97,140.614,UNKN,,CMFL,1025,65000,E.R. WELD,24,1517.4,2107.6,1511.0,2098.6,0.676,1.132,1.0,1.2,2022,Metal Loss_31632.0,True,31631.998,31631.241,METAL_LOSS,False,10.4,2252,31606.757915971823
8650,40.177,0.344,39.921,0.256,31671.348,Metal Loss,External,25.0,0.086,40.0,GENE,20.0,,,,18.4,8.8,6:03,EXT ML ( ON GW ),2,N,N,5.97,137.096,UNKN,,CMFL,1025,65000,E.R. WELD,24,1279.7,1777.4,1322.7,1837.1,0.801,0.953,1.0,1.2,2022,Metal Loss_31671.3,True,31671.348,31670.591,METAL_LOSS,False,6.05,2254,31645.895382681636
8660,15.984,0.344,0.804,15.177,31672.408,Metal Loss,External,23.0,0.079,38.0,GENE,20.0,,,,3.1,3.1,4:25,EXT ML,5,N,N,5.97,137.001,UNKN,,CMFL,1025,65000,E.R. WELD,24,1460.6,2028.6,1441.9,2002.6,0.702,1.089,1.0,1.2,2022,Metal Loss_31672.4,True,31672.408,31671.651,METAL_LOSS,False,4.416666666666667,2256,31646.68378637132
8660,15.984,0.344,0.84,15.141,31672.444,Metal Loss,External,25.0,0.086,40.0,GENE,20.0,,,,4.2,2.8,3:30,EXT ML,5,N,N,5.97,136.998,UNKN,,CMFL,1025,65000,E.R. WELD,24,1417.2,1968.3,1442.4,2003.3,0.723,1.056,1.0,1.2,2022,Metal Loss_31672.4,True,31672.444,31671.687,METAL_LOSS,False,3.5,2257,31646.707687253616
8660,15.984,0.344,0.856,15.128,31672.457,Metal Loss,External,28.0,0.096,43.0,GENE,20.0,,,,2.7,2.1,7:25,EXT ML,5,N,N,5.97,136.997,UNKN,,CMFL,1025,65000,E.R. WELD,24,1459.3,2026.8,1439.2,1998.9,0.702,1.086,1.0,1.2,2022,Metal Loss_31672.5,True,31672.457,31671.699999999997,METAL_LOSS,False,7.416666666666667,2258,31646.71631812778
8660,15.984,0.344,2.664,13.317,31674.268,Metal Loss,External,29.0,0.1,44.0,GENE,20.0,,,,3.3,2.1,12:04,EXT ML,5,N,N,5.97,136.834,UNKN,,CMFL,1025,65000,E.R. WELD,24,1424.2,1978.1,1478.3,2053.2,0.72,1.062,1.0,1.2,2022,Metal Loss_31674.3,True,31674.268,31673.511,METAL_LOSS,False,12.066666666666666,2259,31647.91866529003
8660,15.984,0.344,5.689,10.295,31677.29,Metal Loss,External,11.0,0.038,26.0,AXGR,20.0,,,,3.3,1.0,4:37,EXT ML,5,N,N,5.97,136.539,UNKN,,CMFL,1025,65000,E.R. WELD,24,1507.6,2094.0,1499.9,2083.2,0.68,1.124,1.0,1.2,2022,Metal Loss_31677.3,True,31677.29,31676.533,METAL_LOSS,False,4.616666666666667,2261,31649.925011576248
8680,10.978,0.344,1.027,9.951,31698.34,Metal Loss,External,28.0,0.096,43.0,GENE,20.0,,,,5.0,5.8,6:11,EXT ML,5,N,N,5.97,135.197,UNKN,,CMFL,1025,65000,E.R. WELD,24,1375.2,1910.1,1371.7,1905.2,0.745,1.023,1.0,1.2,2022,Metal Loss_31698.3,True,31698.34,31697.583,METAL_LOSS,False,6.183333333333334,2266,31682.617895791587
8680,10.978,0.344,9.216,1.762,31706.529,Metal Loss,External,29.0,0.1,44.0,GENE,20.0,,,,1.3,1.3,5:02,EXT ML,5,N,N,5.97,135.749,UNKN,,CMFL,1025,65000,E.R. WELD,24,1520.0,2111.1,1513.2,2101.6,0.674,1.133,1.0,1.2,2022,Metal Loss_31706.5,True,31706.529,31705.771999999997,METAL_LOSS,False,5.033333333333333,2269,31690.495090180357
8680,10.978,0.344,9.498,1.48,31706.811,Metal Loss,External,35.0,0.12,50.0,GENE,20.0,,,,1.9,1.8,6:21,EXT ML,5,N,N,5.97,135.773,UNKN,,CMFL,1025,65000,E.R. WELD,24,1477.1,2051.6,1459.0,2026.4,0.694,1.101,1.0,1.2,2022,Metal Loss_31706.8,True,31706.811,31706.054,METAL_LOSS,False,6.35,2270,31690.76635270541
8680,10.978,0.344,9.885,1.093,31707.198,Metal Loss,External,12.0,0.041,27.0,GENE,20.0,,,,4.6,4.1,4:52,EXT ML,5,N,N,5.97,135.806,UNKN,,CMFL,1025,65000,E.R. WELD,24,1484.7,2062.1,1472.7,2045.4,0.69,1.106,1.0,1.2,2022,Metal Loss_31707.2,True,31707.198,31706.441,METAL_LOSS,False,4.866666666666667,2271,31691.13861723447
8680,10.978,0.344,10.223,0.755,31707.536,Metal Loss,External,20.0,0.069,35.0,GENE,20.0,,,,6.0,5.5,7:49,EXT ML,5,N,N,5.97,135.835,UNKN,,CMFL,1025,65000,E.R. WELD,24,1412.0,1961.2,1404.2,1950.2,0.726,1.051,1.0,1.2,2022,Metal Loss_31707.5,True,31707.536,31706.779,METAL_LOSS,False,7.816666666666666,2272,31691.46374749499
8690,21.224,0.344,1.539,19.682,31709.829,Metal Loss,External,31.0,0.106,46.0,GENE,20.0,,,,2.3,1.7,6:08,EXT ML,1,N,N,5.97,136.029,01:12,30.997,CMFL,1025,65000,E.R. WELD,24,1464.6,2034.1,1444.6,2006.3,0.7,1.092,1.0,1.2,2022,Metal Loss_31709.8,True,31709.829,31709.072,METAL_LOSS,False,6.133333333333334,2274,31695.086252591893
