joint_number,joint_length_ft,wall_thickness_in,dist_to_upstream_gw_ft,distance_ft,Height[ft],feature_type,depth_pct,id_reduction_pct,anomaly_length_in,anomaly_width_in,burst_pressure_psi,clock_position,internal_external,comments,inspection_year,feature_id,is_anomaly,distance_ft_original,distance_ft_aligned
4600.0,40.0,0.344,,16237.12,849.7761,Girth Weld,,,,,,nan,,,2007,Girth Weld_16237.1,False,16237.12,16237.5
4610.0,39.99,0.344,,16277.12,849.8702,Girth Weld,,,,,,nan,,,2007,Girth Weld_16277.1,False,16277.12,16277.5
4620.0,39.92,0.344,,16317.11,849.8271,Girth Weld,,,,,,nan,,,2007,Girth Weld_16317.1,False,16317.11,16317.490000000002
4630.0,40.01,0.344,,16357.03,849.4279,Girth Weld,,,,,,nan,,,2007,Girth Weld_16357.0,False,16357.03,16357.41
4640.0,39.9,0.344,,16397.04,848.8621,Girth Weld,,,,,,nan,,,2007,Girth Weld_16397.0,False,16397.04,16397.420000000002
,,0.344,-39.03,16436.07,848.2261,Metal Loss,10.0,,0.94,0.67,,4:55,NO,,2007,Metal Loss_16436.1,True,16436.07,16436.45
4650.0,39.86,0.344,,16436.94,848.2123,Girth Weld,,,,,,nan,,,2007,Girth Weld_16436.9,False,16436.94,16437.32
4660.0,39.94,0.344,,16476.79,847.5869,Girth Weld,,,,,,nan,,,2007,Girth Weld_16476.8,False,16476.79,16477.170000000002
,,0.344,-32.57,16509.36,846.9837,Cluster,35.0,,4.56,11.58,1.63,4:54,NO,,2007,Cluster_16509.4,True,16509.36,16509.74
,,0.344,-33.08,16509.87,846.9737,Metal Loss,10.0,,1.81,2.09,,6:37,NO,,2007,Metal Loss_16509.9,True,16509.87,16510.25
,,0.344,-38.9,16515.7,846.8592,Cluster,20.0,,3.48,16.19,1.79,6:39,NO,,2007,Cluster_16515.7,True,16515.7,16516.08
4670.0,40.01,0.344,,16516.74,846.84,Girth Weld,,,,,,nan,,,2007,Girth Weld_16516.7,False,16516.74,16517.120000000003
4680.0,39.99,0.344,,16556.75,846.3296,Girth Weld,,,,,,nan,,,2007,Girth Weld_16556.8,False,16556.75,16557.13
,,0.344,-39.01,16595.76,846.2931,Metal Loss,14.0,,2.84,0.71,,8:17,NO,,2007,Metal Loss_16595.8,True,16595.76,16596.14
4690.0,40.01,0.344,,16596.74,846.2914,Girth Weld,,,,,,nan,,,2007,Girth Weld_16596.7,False,16596.74,16597.120000000003
,,0.344,-0.83,16597.57,846.29,Metal Loss,12.0,,1.61,0.79,,6:29,NO,,2007,Metal Loss_16597.6,True,16597.57,16597.95
,,0.344,-0.83,16597.57,846.29,Metal Loss,10.0,,1.69,8.19,,4:50,NO,,2007,Metal Loss_16597.6,True,16597.57,16597.95
4700.0,39.94,0.344,,16636.75,846.1436,Girth Weld,,,,,,nan,,,2007,Girth Weld_16636.8,False,16636.75,16637.13
4710.0,39.98,0.344,,16676.68,845.8867,Girth Weld,,,,,,nan,,,2007,Girth Weld_16676.7,False,16676.68,16677.06
,,0.344,-0.69,16677.37,845.8829,Cluster,18.0,,4.88,24.86,,2:26,NO,,2007,Cluster_16677.4,True,16677.37,16677.75
4720.0,39.99,0.344,,16716.67,845.6386,Girth Weld,,,,,,nan,,,2007,Girth Weld_16716.7,False,16716.67,16717.05
4730.0,39.99,0.344,,16756.66,845.4099,Girth Weld,,,,,,nan,,,2007,Girth Weld_16756.7,False,16756.66,16757.04
,,0.344,-0.03,16756.69,845.4098,Cluster,12.0,,4.25,3.86,,3:15,NO,,2007,Cluster_16756.7,True,16756.69,16757.07
4740.0,39.95,0.344,,16796.65,845.2626,Girth Weld,,,,,,nan,,,2007,Girth Weld_16796.7,False,16796.65,16797.030000000002
4750.0,40.0,0.344,,16836.6,845.108,Girth Weld,,,,,,nan,,,2007,Girth Weld_16836.6,False,16836.6,16836.98
4760.0,39.94,0.344,,16876.6,845.0137,Girth Weld,,,,,,nan,,,2007,Girth Weld_16876.6,False,16876.6,16876.98
4770.0,39.96,0.344,,16916.54,844.7981,Girth Weld,,,,,,nan,,,2007,Girth Weld_16916.5,False,16916.54,16916.920000000002
4780.0,39.93,0.344,,16956.5,844.4206,Girth Weld,,,,,,nan,,,2007,Girth Weld_16956.5,False,16956.5,16956.88
4790.0,39.91,0.344,,16996.43,844.0332,Girth Weld,,,,,,nan,,,2007,Girth Weld_16996.4,False,16996.43,16996.81
4800.0,39.99,0.344,,17036.34,843.7525,Girth Weld,,,,,,nan,,,2007,Girth Weld_17036.3,False,17036.34,17036.72
4810.0,40.18,0.344,,17076.33,843.8376,Girth Weld,,,,,,nan,,,2007,Girth Weld_17076.3,False,17076.33,17076.710000000003
4820.0,40.22,0.344,,17116.51,844.0982,Girth Weld,,,,,,nan,,,2007,Girth Weld_17116.5,False,17116.51,17116.89
4830.0,11.82,0.344,,17156.73,844.8993,Girth Weld,,,,,,nan,,,2007,Girth Weld_17156.7,False,17156.73,17157.11
4840.0,40.01,0.344,,17168.55,845.4954,Girth Weld,,,,,,nan,,,2007,Girth Weld_17168.5,False,17168.55,17168.93
4850.0,39.92,0.344,,17208.55,848.6305,Girth Weld,,,,,,nan,,,2007,Girth Weld_17208.5,False,17208.55,17208.93
4860.0,40.0,0.344,,17248.47,852.9325,Girth Weld,,,,,,nan,,,2007,Girth Weld_17248.5,False,17248.47,17248.850000000002
4870.0,39.98,0.344,,17288.47,857.9929,Girth Weld,,,,,,nan,,,2007,Girth Weld_17288.5,False,17288.47,17288.850000000002
4880.0,40.01,0.344,,17328.45,863.362,Girth Weld,,,,,,nan,,,2007,Girth Weld_17328.5,False,17328.45,17328.83
4890.0,40.01,0.344,,17368.47,869.4305,Girth Weld,,,,,,nan,,,2007,Girth Weld_17368.5,False,17368.47,17368.850000000002
4900.0,40.0,0.344,,17408.48,875.6269,Girth Weld,,,,,,nan,,,2007,Girth Weld_17408.5,False,17408.48,17408.86
4910.0,39.92,0.344,,17448.47,881.3154,Girth Weld,,,,,,nan,,,2007,Girth Weld_17448.5,False,17448.47,17448.850000000002
4920.0,39.91,0.344,,17488.39,886.1287,Girth Weld,,,,,,nan,,,2007,Girth Weld_17488.4,False,17488.39,17488.77
4930.0,9.87,0.5,,17528.3,889.7806,Girth Weld,,,,,,nan,,"0.500""",2007,Girth Weld_17528.3,False,17528.3,17528.68
,,,,17533.11,890.0481,Bend,,,,,,nan,,6.0D - 24Â° - Over,2007,Bend_17533.1,False,17533.11,17533.49
4940.0,24.94,0.344,,17538.17,890.3196,Girth Weld,,,,,,nan,,"0.344""",2007,Girth Weld_17538.2,False,17538.17,17538.55
4950.0,31.26,0.344,,17563.11,890.9884,Girth Weld,,,,,,nan,,,2007,Girth Weld_17563.1,False,17563.11,17563.49
4960.0,39.95,0.344,,17594.37,888.3675,Girth Weld,,,,,,nan,,,2007,Girth Weld_17594.4,False,17594.37,17594.75
4970.0,40.04,0.344,,17634.32,882.2407,Girth Weld,,,,,,nan,,,2007,Girth Weld_17634.3,False,17634.32,17634.7
4980.0,39.93,0.344,,17674.36,876.8111,Girth Weld,,,,,,nan,,,2007,Girth Weld_17674.4,False,17674.36,17674.74
4990.0,39.97,0.344,,17714.28,873.0757,Girth Weld,,,,,,nan,,,2007,Girth Weld_17714.3,False,17714.28,17714.66
5000.0,40.01,0.344,,17754.25,870.8867,Girth Weld,,,,,,nan,,,2007,Girth Weld_17754.2,False,17754.25,17754.63
5010.0,40.07,0.344,,17794.26,869.6388,Girth Weld,,,,,,nan,,,2007,Girth Weld_17794.3,False,17794.26,17794.64
5020.0,31.65,0.344,,17834.32,869.3028,Girth Weld,,,,,,nan,,,2007,Girth Weld_17834.3,False,17834.32,17834.7
5030.0,40.03,0.344,,17865.98,869.3317,Girth Weld,,,,,,nan,,,2007,Girth Weld_17866.0,False,17865.98,17866.36
5040.0,39.97,0.344,,17906.01,870.0095,Girth Weld,,,,,,nan,,,2007,Girth Weld_17906.0,False,17906.01,17906.39
5050.0,40.06,0.344,,17945.98,870.9112,Girth Weld,,,,,,nan,,,2007,Girth Weld_17946.0,False,17945.98,17946.36
5060.0,31.26,0.344,,17986.04,872.0171,Girth Weld,,,,,,nan,,,2007,Girth Weld_17986.0,False,17986.04,17986.420000000002
5070.0,39.94,0.344,,18017.29,873.1709,Girth Weld,,,,,,nan,,,2007,Girth Weld_18017.3,False,18017.29,18017.670000000002
5080.0,39.91,0.344,,18057.24,874.3753,Girth Weld,,,,,,nan,,,2007,Girth Weld_18057.2,False,18057.24,18057.620000000003
5090.0,39.94,0.344,,18097.15,874.9225,Girth Weld,,,,,,nan,,,2007,Girth Weld_18097.2,False,18097.15,18097.530000000002
5100.0,39.88,0.344,,18137.09,874.2097,Girth Weld,,,,,,nan,,,2007,Girth Weld_18137.1,False,18137.09,18137.47
,,0.344,-38.78,18175.87,873.1097,Cluster,20.0,,4.97,6.79,1.74,4:24,NO,,2007,Cluster_18175.9,True,18175.87,18176.25
,,0.344,-38.81,18175.91,873.1085,Metal Loss,18.0,,0.87,0.59,,6:45,NO,,2007,Metal Loss_18175.9,True,18175.91,18176.29
,,0.344,-38.83,18175.92,873.1082,Metal Loss,23.0,,0.87,0.87,1.87,5:58,NO,,2007,Metal Loss_18175.9,True,18175.92,18176.3
5110.0,8.21,0.344,,18176.97,873.0721,Girth Weld,,,,,,nan,,,2007,Girth Weld_18177.0,False,18176.97,18177.350000000002
5120.0,40.02,0.344,,18185.18,872.79,Girth Weld,,,,,,nan,,,2007,Girth Weld_18185.2,False,18185.18,18185.56
,,0.344,-0.83,18186.01,872.7616,Metal Loss,14.0,,1.1,3.42,,6:02,NO,,2007,Metal Loss_18186.0,True,18186.01,18186.39
5130.0,39.98,0.344,,18225.2,871.5543,Girth Weld,,,,,,nan,,,2007,Girth Weld_18225.2,False,18225.2,18225.58
5140.0,39.94,0.344,,18265.17,870.8599,Girth Weld,,,,,,nan,,,2007,Girth Weld_18265.2,False,18265.17,18265.55
5150.0,39.86,0.344,,18305.11,870.7747,Girth Weld,,,,,,nan,,,2007,Girth Weld_18305.1,False,18305.11,18305.49
5160.0,40.03,0.344,,18344.97,871.4204,Girth Weld,,,,,,nan,,,2007,Girth Weld_18345.0,False,18344.97,18345.350000000002
5170.0,40.11,0.344,,18385.01,872.3166,Girth Weld,,,,,,nan,,,2007,Girth Weld_18385.0,False,18385.01,18385.39
5180.0,40.07,0.344,,18425.12,873.8279,Girth Weld,,,,,,nan,,,2007,Girth Weld_18425.1,False,18425.12,18425.5
5190.0,34.56,0.344,,18465.18,876.6211,Girth Weld,,,,,,nan,,,2007,Girth Weld_18465.2,False,18465.18,18465.56
5200.0,40.06,0.344,,18499.75,880.0664,Girth Weld,,,,,,nan,,,2007,Girth Weld_18499.8,False,18499.75,18500.13
5210.0,39.89,0.344,,18539.81,885.0386,Girth Weld,,,,,,nan,,,2007,Girth Weld_18539.8,False,18539.81,18540.190000000002
5220.0,39.94,0.344,,18579.7,890.31,Girth Weld,,,,,,nan,,,2007,Girth Weld_18579.7,False,18579.7,18580.08
5230.0,40.0,0.344,,18619.65,896.2165,Girth Weld,,,,,,nan,,,2007,Girth Weld_18619.7,False,18619.65,18620.030000000002
5240.0,39.97,0.344,,18659.65,902.3154,Girth Weld,,,,,,nan,,,2007,Girth Weld_18659.7,False,18659.65,18660.030000000002
5250.0,40.02,0.344,,18699.62,908.5615,Girth Weld,,,,,,nan,,,2007,Girth Weld_18699.6,False,18699.62,18700.0
5260.0,40.01,0.344,,18739.64,914.8843,Girth Weld,,,,,,nan,,,2007,Girth Weld_18739.6,False,18739.64,18740.02
5270.0,35.11,0.344,,18779.65,921.2024,Girth Weld,,,,,,nan,,,2007,Girth Weld_18779.7,False,18779.65,18780.030000000002
,,0.344,-34.87,18814.52,926.6041,Cluster,67.0,,1.88,3.5,1.64,7:23,NO,,2007,Cluster_18814.5,True,18814.52,18814.9
5280.0,11.97,0.5,,18814.76,926.6411,Girth Weld,,,,,,nan,,"0.500""",2007,Girth Weld_18814.8,False,18814.76,18815.14
,,,,18820.48,927.5206,Bend,,,,,,nan,,5.8D - 35Â° - Left,2007,Bend_18820.5,False,18820.48,18820.86
5290.0,40.07,0.344,,18826.74,928.4815,Girth Weld,,,,,,nan,,"0.344""",2007,Girth Weld_18826.7,False,18826.74,18827.120000000003
5300.0,39.75,0.344,,18866.81,933.9287,Girth Weld,,,,,,nan,,,2007,Girth Weld_18866.8,False,18866.81,18867.190000000002
5310.0,40.04,0.344,,18906.55,935.4292,Girth Weld,,,,,,nan,,,2007,Girth Weld_18906.5,False,18906.55,18906.93
,,,,18911.82,935.5569,Tap,,,,,,12:00,,,2007,Tap_18911.8,False,18911.82,18912.2
5320.0,30.18,0.344,,18946.6,935.6758,Girth Weld,,,,,,nan,,,2007,Girth Weld_18946.6,False,18946.6,18946.98
5330.0,39.97,0.344,,18976.77,934.7741,Girth Weld,,,,,,nan,,,2007,Girth Weld_18976.8,False,18976.77,18977.15
5340.0,40.06,0.344,,19016.74,932.4625,Girth Weld,,,,,,nan,,,2007,Girth Weld_19016.7,False,19016.74,19017.120000000003
5350.0,40.04,0.344,,19056.8,930.0627,Girth Weld,,,,,,nan,,,2007,Girth Weld_19056.8,False,19056.8,19057.18
5360.0,40.08,0.344,,19096.84,927.7261,Girth Weld,,,,,,nan,,,2007,Girth Weld_19096.8,False,19096.84,19097.22
5370.0,40.0,0.344,,19136.92,925.9325,Girth Weld,,,,,,nan,,,2007,Girth Weld_19136.9,False,19136.92,19137.3
5380.0,39.38,0.344,,19176.92,924.231,Girth Weld,,,,,,nan,,,2007,Girth Weld_19176.9,False,19176.92,19177.3
5390.0,39.99,0.344,,19216.29,922.6578,Girth Weld,,,,,,nan,,,2007,Girth Weld_19216.3,False,19216.29,19216.670000000002
5400.0,39.99,0.344,,19256.28,920.9642,Girth Weld,,,,,,nan,,,2007,Girth Weld_19256.3,False,19256.28,19256.66
,,0.344,-39.12,19295.4,918.9961,Metal Loss,12.0,,1.02,2.99,,5:17,NO,,2007,Metal Loss_19295.4,True,19295.4,19295.780000000002
5410.0,39.97,0.344,,19296.27,918.9471,Girth Weld,,,,,,nan,,,2007,Girth Weld_19296.3,False,19296.27,19296.65
5420.0,39.98,0.344,,19336.24,916.4906,Girth Weld,,,,,,nan,,,2007,Girth Weld_19336.2,False,19336.24,19336.620000000003
5430.0,40.01,0.344,,19376.22,913.9004,Girth Weld,,,,,,nan,,,2007,Girth Weld_19376.2,False,19376.22,19376.600000000002
5440.0,40.0,0.344,,19416.24,911.4288,Girth Weld,,,,,,nan,,,2007,Girth Weld_19416.2,False,19416.24,19416.620000000003
5450.0,40.0,0.344,,19456.24,908.9218,Girth Weld,,,,,,nan,,,2007,Girth Weld_19456.2,False,19456.24,19456.620000000003
5460.0,39.97,0.344,,19496.24,906.3832,Girth Weld,,,,,,nan,,,2007,Girth Weld_19496.2,False,19496.24,19496.620000000003
5470.0,40.01,0.344,,19536.21,903.6774,Girth Weld,,,,,,nan,,,2007,Girth Weld_19536.2,False,19536.21,19536.59
5480.0,40.04,0.344,,19576.22,900.8399,Girth Weld,,,,,,nan,,,2007,Girth Weld_19576.2,False,19576.22,19576.600000000002
5490.0,40.0,0.344,,19616.26,897.7843,Girth Weld,,,,,,nan,,,2007,Girth Weld_19616.3,False,19616.26,19616.64
5500.0,39.99,0.344,,19656.25,894.6504,Girth Weld,,,,,,nan,,,2007,Girth Weld_19656.2,False,19656.25,19656.63
5510.0,40.0,0.344,,19696.24,891.4772,Girth Weld,,,,,,nan,,,2007,Girth Weld_19696.2,False,19696.24,19696.620000000003
5520.0,40.01,0.344,,19736.25,888.3513,Girth Weld,,,,,,nan,,,2007,Girth Weld_19736.2,False,19736.25,19736.63
5530.0,40.03,0.344,,19776.25,885.2165,Girth Weld,,,,,,nan,,,2007,Girth Weld_19776.2,False,19776.25,19776.63
5540.0,40.05,0.344,,19816.29,882.4061,Girth Weld,,,,,,nan,,,2007,Girth Weld_19816.3,False,19816.29,19816.670000000002
5550.0,40.05,0.344,,19856.34,879.6819,Girth Weld,,,,,,nan,,,2007,Girth Weld_19856.3,False,19856.34,19856.72
5560.0,39.95,0.344,,19896.39,877.0277,Girth Weld,,,,,,nan,,,2007,Girth Weld_19896.4,False,19896.39,19896.77
,,0.344,-14.48,19910.87,876.2111,Metal Loss,10.0,,0.59,0.71,,6:40,NO,,2007,Metal Loss_19910.9,True,19910.87,19911.25
5570.0,39.96,0.344,,19936.33,874.7981,Girth Weld,,,,,,nan,,,2007,Girth Weld_19936.3,False,19936.33,19936.710000000003
5580.0,39.97,0.344,,19976.3,872.6346,Girth Weld,,,,,,nan,,,2007,Girth Weld_19976.3,False,19976.3,19976.68
5590.0,39.95,0.344,,20016.26,870.4776,Girth Weld,,,,,,nan,,,2007,Girth Weld_20016.3,False,20016.26,20016.64
,,0.344,-0.34,20016.6,870.459,Metal Loss,10.0,,0.71,0.67,,4:06,NO,,2007,Metal Loss_20016.6,True,20016.6,20016.98
5600.0,40.01,0.344,,20056.21,868.1201,Girth Weld,,,,,,nan,,,2007,Girth Weld_20056.2,False,20056.21,20056.59
5610.0,39.97,0.344,,20096.22,865.4281,Girth Weld,,,,,,nan,,,2007,Girth Weld_20096.2,False,20096.22,20096.600000000002
5620.0,40.01,0.344,,20136.18,862.7636,Girth Weld,,,,,,nan,,,2007,Girth Weld_20136.2,False,20136.18,20136.56
5630.0,39.99,0.344,,20176.2,859.9458,Girth Weld,,,,,,nan,,,2007,Girth Weld_20176.2,False,20176.2,20176.58
5640.0,39.98,0.344,,20216.19,856.1621,Girth Weld,,,,,,nan,,,2007,Girth Weld_20216.2,False,20216.19,20216.57
5650.0,40.0,0.344,,20256.17,852.0033,Girth Weld,,,,,,nan,,,2007,Girth Weld_20256.2,False,20256.17,20256.55
5660.0,40.01,0.344,,20296.17,847.691,Girth Weld,,,,,,nan,,,2007,Girth Weld_20296.2,False,20296.17,20296.55
,,0.344,-38.97,20335.14,843.5754,Cluster,21.0,,3.59,5.01,1.78,6:36,NO,,2007,Cluster_20335.1,True,20335.14,20335.52
,,0.344,-39.16,20335.33,843.5562,Metal Loss,11.0,,1.18,1.89,,7:17,NO,,2007,Metal Loss_20335.3,True,20335.33,20335.710000000003
5670.0,40.02,0.344,,20336.18,843.4668,Girth Weld,,,,,,nan,,,2007,Girth Weld_20336.2,False,20336.18,20336.56
5680.0,38.63,0.344,,20376.2,839.3206,Girth Weld,,,,,,nan,,,2007,Girth Weld_20376.2,False,20376.2,20376.58
,,0.344,-37.5,20413.71,835.537,Metal Loss,11.0,,1.81,2.87,,5:47,NO,,2007,Metal Loss_20413.7,True,20413.71,20414.09
5690.0,40.0,0.344,,20414.83,835.4205,Girth Weld,,,,,,nan,,,2007,Girth Weld_20414.8,False,20414.83,20415.210000000003
5700.0,39.98,0.344,,20454.83,831.0633,Girth Weld,,,,,,nan,,,2007,Girth Weld_20454.8,False,20454.83,20455.210000000003
5710.0,40.04,0.344,,20494.81,826.5618,Girth Weld,,,,,,nan,,,2007,Girth Weld_20494.8,False,20494.81,20495.190000000002
5720.0,40.04,0.344,,20534.85,822.0667,Girth Weld,,,,,,nan,,,2007,Girth Weld_20534.8,False,20534.85,20535.23
5730.0,40.01,0.344,,20574.89,817.2602,Girth Weld,,,,,,nan,,,2007,Girth Weld_20574.9,False,20574.89,20575.27
5740.0,40.04,0.344,,20614.9,812.3748,Girth Weld,,,,,,nan,,,2007,Girth Weld_20614.9,False,20614.9,20615.280000000002
5750.0,40.04,0.344,,20654.94,807.4647,Girth Weld,,,,,,nan,,,2007,Girth Weld_20654.9,False,20654.94,20655.32
5760.0,40.07,0.344,,20694.99,802.5559,Girth Weld,,,,,,nan,,,2007,Girth Weld_20695.0,False,20694.99,20695.370000000003
5770.0,40.05,0.344,,20735.06,797.8108,Girth Weld,,,,,,nan,,,2007,Girth Weld_20735.1,False,20735.06,20735.440000000002
5780.0,40.15,0.344,,20775.1,793.3048,Girth Weld,,,,,,nan,,,2007,Girth Weld_20775.1,False,20775.1,20775.48
5790.0,11.7,0.344,,20815.25,789.2764,Girth Weld,,,,,,nan,,,2007,Girth Weld_20815.2,False,20815.25,20815.63
5800.0,40.1,0.344,,20826.95,788.2476,Girth Weld,,,,,,nan,,,2007,Girth Weld_20827.0,False,20826.95,20827.33
5810.0,40.01,0.344,,20867.05,786.2035,Girth Weld,,,,,,nan,,,2007,Girth Weld_20867.0,False,20867.05,20867.43
5820.0,33.44,0.344,,20907.06,785.331,Girth Weld,,,,,,nan,,,2007,Girth Weld_20907.1,False,20907.06,20907.440000000002
5830.0,40.09,0.344,,20940.5,784.7282,Girth Weld,,,,,,nan,,,2007,Girth Weld_20940.5,False,20940.5,20940.88
5840.0,40.14,0.344,,20980.59,783.9852,Girth Weld,,,,,,nan,,,2007,Girth Weld_20980.6,False,20980.59,20980.97
,,0.344,-39.22,21019.81,783.2616,Cluster,25.0,,1.85,8.88,1.83,5:07,NO,,2007,Cluster_21019.8,True,21019.81,21020.190000000002
5850.0,20.93,0.344,,21020.73,783.2443,Girth Weld,,,,,,nan,,,2007,Girth Weld_21020.7,False,21020.73,21021.11
5860.0,40.23,0.344,,21041.66,782.8422,Girth Weld,,,,,,nan,,,2007,Girth Weld_21041.7,False,21041.66,21042.04
5870.0,39.96,0.344,,21081.9,781.9827,Girth Weld,,,,,,nan,,,2007,Girth Weld_21081.9,False,21081.9,21082.280000000002
5880.0,40.04,0.344,,21121.85,781.0966,Girth Weld,,,,,,nan,,,2007,Girth Weld_21121.8,False,21121.85,21122.23
5890.0,40.02,0.344,,21161.9,780.5305,Girth Weld,,,,,,nan,,,2007,Girth Weld_21161.9,False,21161.9,21162.280000000002
5900.0,39.97,0.344,,21201.92,780.0289,Girth Weld,,,,,,nan,,,2007,Girth Weld_21201.9,False,21201.92,21202.3
,,,,21223.76,779.7347,Above Ground Marker,,,,,,nan,,AGM 4,2007,Above Ground Marker_21223.8,False,21223.76,21224.14
5910.0,39.99,0.344,,21241.88,779.4593,Girth Weld,,,,,,nan,,,2007,Girth Weld_21241.9,False,21241.88,21242.260000000002
5920.0,39.94,0.344,,21281.87,778.8174,Girth Weld,,,,,,nan,,,2007,Girth Weld_21281.9,False,21281.87,21282.25
,,0.344,-0.68,21282.56,778.8138,Cluster,28.0,,4.84,8.11,1.68,3:53,NO,,2007,Cluster_21282.6,True,21282.56,21282.940000000002
,,0.344,-0.7,21282.57,778.8137,Metal Loss,11.0,,1.65,2.28,,8:23,NO,,2007,Metal Loss_21282.6,True,21282.57,21282.95
,,0.344,-0.71,21282.59,778.8136,Metal Loss,14.0,,1.3,2.05,,9:10,NO,,2007,Metal Loss_21282.6,True,21282.59,21282.97
,,0.344,-0.71,21282.59,778.8136,Metal Loss,17.0,,1.65,4.21,,7:18,NO,,2007,Metal Loss_21282.6,True,21282.59,21282.97
,,0.344,-22.6,21304.48,778.7127,Metal Loss-Manufacturing Anomaly,14.0,,0.59,0.59,,3:09,,,2007,Metal Loss-Manufacturing Anomaly_21304.5,True,21304.48,21304.86
,,0.344,-25.76,21307.63,778.7003,Cluster,39.0,,7.13,2.98,1.49,6:21,NO,,2007,Cluster_21307.6,True,21307.63,21308.010000000002
5930.0,39.99,0.344,,21321.81,778.6609,Girth Weld,,,,,,nan,,,2007,Girth Weld_21321.8,False,21321.81,21322.190000000002
,,0.344,-19.97,21341.79,778.6263,Metal Loss,11.0,,3.54,6.1,,5:43,NO,,2007,Metal Loss_21341.8,True,21341.79,21342.170000000002
,,0.344,-31.22,21353.03,778.6063,Cluster,23.0,,4.99,17.47,1.72,4:43,NO,,2007,Cluster_21353.0,True,21353.03,21353.41
,,0.344,-33.64,21355.45,778.6014,Cluster,19.0,,3.02,6.45,,4:01,NO,,2007,Cluster_21355.5,True,21355.45,21355.83
,,0.344,-39.09,21360.9,778.5886,Metal Loss,26.0,,1.5,7.17,1.85,7:22,NO,,2007,Metal Loss_21360.9,True,21360.9,21361.280000000002
5940.0,40.03,0.344,,21361.81,778.5862,Girth Weld,,,,,,nan,,,2007,Girth Weld_21361.8,False,21361.81,21362.190000000002
,,0.344,-0.62,21362.42,778.5846,Cluster,28.0,,3.66,14.43,1.73,7:11,NO,,2007,Cluster_21362.4,True,21362.42,21362.8
,,0.344,-0.69,21362.49,778.5844,Cluster,32.0,,4.5,9.68,1.66,5:02,NO,,2007,Cluster_21362.5,True,21362.49,21362.870000000003
,,0.344,-0.73,21362.53,778.5843,Metal Loss,40.0,,3.27,0.63,1.67,4:23,NO,,2007,Metal Loss_21362.5,True,21362.53,21362.91
,,0.344,-0.75,21362.56,778.5843,Metal Loss,20.0,,0.83,1.89,1.88,3:26,NO,,2007,Metal Loss_21362.6,True,21362.56,21362.940000000002
,,0.344,-0.77,21362.58,778.5842,Metal Loss,13.0,,1.3,1.42,,10:47,NO,,2007,Metal Loss_21362.6,True,21362.58,21362.960000000003
5950.0,40.02,0.344,,21401.83,778.486,Girth Weld,,,,,,nan,,,2007,Girth Weld_21401.8,False,21401.83,21402.210000000003
,,0.344,-36.95,21438.79,778.6576,Cluster,64.0,,7.79,19.23,1.12,5:28,NO,,2007,Cluster_21438.8,True,21438.79,21439.170000000002
5960.0,39.98,0.344,,21441.85,778.6752,Girth Weld,,,,,,nan,,,2007,Girth Weld_21441.8,False,21441.85,21442.23
5970.0,40.0,0.344,,21481.83,778.8812,Girth Weld,,,,,,nan,,,2007,Girth Weld_21481.8,False,21481.83,21482.210000000003
5980.0,39.96,0.344,,21521.84,779.0777,Girth Weld,,,,,,nan,,,2007,Girth Weld_21521.8,False,21521.84,21522.22
5990.0,39.95,0.344,,21561.79,779.3481,Girth Weld,,,,,,nan,,,2007,Girth Weld_21561.8,False,21561.79,21562.170000000002
6000.0,40.02,0.344,,21601.74,779.7254,Girth Weld,,,,,,nan,,,2007,Girth Weld_21601.7,False,21601.74,21602.120000000003
6010.0,39.88,0.344,,21641.77,779.9839,Girth Weld,,,,,,nan,,,2007,Girth Weld_21641.8,False,21641.77,21642.15
,,0.344,-38.65,21680.42,780.2876,Metal Loss,15.0,,0.75,1.3,,5:27,NO,,2007,Metal Loss_21680.4,True,21680.42,21680.8
,,0.344,-39.61,21681.38,780.2943,Metal Loss,10.0,,2.24,1.3,,6:40,NO,,2007,Metal Loss_21681.4,True,21681.38,21681.760000000002
6020.0,32.81,0.344,,21681.65,780.2962,Girth Weld,,,,,,nan,,,2007,Girth Weld_21681.7,False,21681.65,21682.030000000002
6030.0,9.73,0.344,,21714.46,779.9144,Girth Weld,,,,,,nan,,,2007,Girth Weld_21714.5,False,21714.46,21714.84
6040.0,39.98,0.344,,21724.19,779.4304,Girth Weld,,,,,,nan,,,2007,Girth Weld_21724.2,False,21724.19,21724.57
6050.0,40.13,0.344,,21764.17,776.9182,Girth Weld,,,,,,nan,,,2007,Girth Weld_21764.2,False,21764.17,21764.55
6060.0,40.16,0.344,,21804.3,773.9291,Girth Weld,,,,,,nan,,,2007,Girth Weld_21804.3,False,21804.3,21804.68
,,0.344,-11.02,21815.32,773.1062,Metal Loss,10.0,,0.91,0.87,,6:57,NO,,2007,Metal Loss_21815.3,True,21815.32,21815.7
6070.0,40.01,0.344,,21844.46,771.2823,Girth Weld,,,,,,nan,,,2007,Girth Weld_21844.5,False,21844.46,21844.84
,,0.344,-0.77,21845.23,771.2559,Cluster,10.0,,1.36,4.92,,7:22,NO,,2007,Cluster_21845.2,True,21845.23,21845.61
,,0.344,-0.82,21845.28,771.2542,Metal Loss,11.0,,1.53,6.34,,3:55,NO,,2007,Metal Loss_21845.3,True,21845.28,21845.66
6080.0,39.93,0.344,,21884.47,770.9291,Girth Weld,,,,,,nan,,,2007,Girth Weld_21884.5,False,21884.47,21884.850000000002
