joint_number,joint_length_ft,wall_thickness_in,dist_to_upstream_gw_ft,dist_to_downstream_gw_ft,distance_ft,feature_type,internal_external,depth_pct,depth_in,Metal Loss Depth + Tolerance[%],Dimension Classification,Metal Loss Depth Tolerance [%] (includes seamless and HAZ and modified specs),Dent Depth[%],Dent Depth[in],Is any part of the dent affecting the top of the pipe? [Y/N],anomaly_length_in,anomaly_width_in,clock_position,comments,Anomalies per Joint,Was anomaly sizing reviewed by analyst? [Y/N],Was anomaly sizing/dimensions manually changed? [Y/N],Magnetization Level [kA/m] for MFL survey or Actual WT [in] for UT Survey,elevation_ft,Seam Position[hh:mm],Distance To Seam Weld [in],Tool,design_pressure_psi,smys_psi,Pipe Type,Pipe Diameter (O.D.)[in.],safe_pressure_psi,burst_pressure_psi,Effective Area Psafe [PSI],Effective Area Pburst [PSI],erf,rpr,Length Tolerance [in],Width Tolerance [in],inspection_year,feature_id,is_anomaly,distance_ft_original,distance_ft_aligned
8250,40.125,0.344,31.932,8.192,30260.577,Seam Weld Manufacturing Anomaly,,,,,,,,,,4.4,,3:59,SWA,3,N,N,5.97,129.827,03:44,,CMFL,1025,65000,E.R. WELD,24,,,,,,,,,2022,Seam Weld Manufacturing Anomaly_30260.6,False,30260.577,30259.82
8250,40.125,0.344,32.051,8.074,30260.696,Seam Weld Manufacturing Anomaly,,,,,,,,,,4.4,,3:42,SWA,3,N,N,5.97,129.821,03:44,,CMFL,1025,65000,E.R. WELD,24,,,,,,,,,2022,Seam Weld Manufacturing Anomaly_30260.7,False,30260.696,30259.939
8260,40.01,0.344,,,30268.77,Girth Weld,,,,,,,,,,,,nan,GIRTH WELD,0,,,5.97,129.362,01:44,,CMFL,1025,65000,E.R. WELD,24,,,,,,,,,2022,Girth Weld_30268.8,False,30268.77,30268.013
8270,40.19,0.344,,,30308.78,Girth Weld,,,,,,,,,,,,nan,GIRTH WELD,0,,,5.97,126.266,UNKN,,CMFL,1025,65000,E.R. WELD,24,,,,,,,,,2022,Girth Weld_30308.8,False,30308.78,30308.022999999997
8280,40.033,0.344,,,30348.97,Girth Weld,,,,,,,,,,,,nan,GIRTH WELD,6,,,5.97,121.793,UNKN,,CMFL,1025,65000,E.R. WELD,24,,,,,,,,,2022,Girth Weld_30349.0,False,30348.97,30348.213
8280,40.033,0.344,,,30378.698,Start Recoat,,,,,,,,,,,,nan,2021 DIG 10 START,6,,,5.97,118.544,UNKN,,CMFL,1025,65000,E.R. WELD,24,,,,,,,,,2022,Start Recoat_30378.7,False,30378.698,30377.941
8280,40.033,0.344,30.531,9.501,30379.501,Metal Loss,External,42.0,0.144,57.0,GENE,15.0,,,,5.0,5.5,6:43,*EXT ML,6,Y,Y,5.97,118.457,UNKN,,CMFL,1025,65000,E.R. WELD,24,1259.5,1749.3,1253.6,1741.2,0.814,0.939,0.8,1.0,2022,Metal Loss_30379.5,True,30379.501,30378.744
8280,40.033,0.344,30.988,9.045,30379.957,Metal Loss,External,39.0,0.134,54.0,GENE,15.0,,,,23.7,8.2,5:06,*EXT ML,6,Y,Y,5.97,118.407,UNKN,,CMFL,1025,65000,E.R. WELD,24,1099.0,1526.4,1229.2,1707.2,0.933,0.821,1.0,1.2,2022,Metal Loss_30380.0,True,30379.957,30379.199999999997
8280,40.033,0.344,31.276,8.757,30380.246,Metal Loss,External,20.0,0.069,35.0,GENE,15.0,,,,5.6,4.6,7:44,*EXT ML,6,Y,Y,5.97,118.376,UNKN,,CMFL,1025,65000,E.R. WELD,24,1420.5,1972.9,1395.3,1937.9,0.722,1.056,0.8,1.0,2022,Metal Loss_30380.2,True,30380.246,30379.488999999998
8280,40.033,0.344,32.825,7.208,30381.795,Metal Loss,External,22.0,0.076,37.0,GENE,20.0,,,,8.2,2.4,7:50,EXT ML,6,N,N,5.97,118.207,UNKN,,CMFL,1025,65000,E.R. WELD,24,1364.0,1894.5,1383.1,1920.9,0.752,1.016,1.0,1.2,2022,Metal Loss_30381.8,True,30381.795,30381.037999999997
8280,40.033,0.344,,,30382.638,End Recoat,,,,,,,,,,,,nan,2021 DIG 10 END,6,,,5.97,118.115,UNKN,,CMFL,1025,65000,E.R. WELD,24,,,,,,,,,2022,End Recoat_30382.6,False,30382.638,30381.880999999998
8280,40.033,0.344,34.662,5.371,30383.632,Metal Loss,External,17.0,0.058,32.0,GENE,20.0,,,,4.4,2.0,7:02,EXT ML,6,N,N,5.97,118.007,UNKN,,CMFL,1025,65000,E.R. WELD,24,1458.6,2025.9,1440.9,2001.3,0.703,1.087,1.0,1.2,2022,Metal Loss_30383.6,True,30383.632,30382.875
8280,40.033,0.344,38.96,1.073,30387.93,Metal Loss,External,17.0,0.058,32.0,GENE,20.0,,,,7.7,4.4,6:51,EXT ML,6,N,N,5.97,117.539,UNKN,,CMFL,1025,65000,E.R. WELD,24,1413.7,1963.5,1401.5,1946.5,0.725,1.053,1.0,1.2,2022,Metal Loss_30387.9,True,30387.93,30387.173
8290,40.2,0.344,,,30389.003,Girth Weld,,,,,,,,,,,,nan,GIRTH WELD,3,,,5.97,117.422,08:36,,CMFL,1025,65000,E.R. WELD,24,,,,,,,,,2022,Girth Weld_30389.0,False,30389.003,30388.246
8290,40.2,0.344,16.545,23.655,30405.548,Metal Loss,External,21.0,0.072,36.0,GENE,20.0,,,,5.0,4.7,4:20,EXT ML,3,N,N,5.97,116.64,08:36,28.065,CMFL,1025,65000,E.R. WELD,24,1419.7,1971.8,1419.5,1971.5,0.722,1.06,1.0,1.2,2022,Metal Loss_30405.5,True,30405.548,30404.790999999997
8290,40.2,0.344,31.831,8.369,30420.833,Seam Weld Manufacturing Anomaly,,,,,,,,,,8.3,,8:43,SWA,3,N,N,5.97,116.085,08:36,,CMFL,1025,65000,E.R. WELD,24,,,,,,,,,2022,Seam Weld Manufacturing Anomaly_30420.8,False,30420.833,30420.075999999997
8290,40.2,0.344,34.475,5.725,30423.478,Seam Weld Manufacturing Anomaly,,,,,,,,,,6.1,,8:40,SWA,3,N,N,5.97,115.989,08:36,,CMFL,1025,65000,E.R. WELD,24,,,,,,,,,2022,Seam Weld Manufacturing Anomaly_30423.5,False,30423.478,30422.720999999998
8300,40.013,0.344,,,30429.203,Girth Weld,,,,,,,,,,,,nan,GIRTH WELD,0,,,5.97,115.781,01:16,,CMFL,1025,65000,E.R. WELD,24,,,,,,,,,2022,Girth Weld_30429.2,False,30429.203,30428.446
8310,40.302,0.344,,,30469.216,Girth Weld,,,,,,,,,,,,nan,GIRTH WELD,0,,,5.97,115.08,UNKN,,CMFL,1025,65000,E.R. WELD,24,,,,,,,,,2022,Girth Weld_30469.2,False,30469.216,30468.459
8320,40.046,0.344,,,30509.518,Girth Weld,,,,,,,,,,,,nan,GIRTH WELD,1,,,5.97,116.4,09:08,,CMFL,1025,65000,E.R. WELD,24,,,,,,,,,2022,Girth Weld_30509.5,False,30509.518,30508.761
8320,40.046,0.344,,,30526.923,Field Bend,,,,,,,,,,,,nan,BEND-COLD OVER,1,,,5.97,117.149,09:08,,CMFL,1025,65000,E.R. WELD,24,,,,,,,,,2022,Field Bend_30526.9,False,30526.923,30526.165999999997
8320,40.046,0.344,21.719,18.327,30531.24,Seam Weld Manufacturing Anomaly,,,,,,,,,,8.5,,9:14,SWA,1,N,N,5.97,117.34,09:08,,CMFL,1025,65000,E.R. WELD,24,,,,,,,,,2022,Seam Weld Manufacturing Anomaly_30531.2,False,30531.24,30530.483
8330,40.272,0.344,,,30549.567,Girth Weld,,,,,,,,,,,,nan,GIRTH WELD,0,,,5.97,118.149,10:32,,CMFL,1025,65000,E.R. WELD,24,,,,,,,,,2022,Girth Weld_30549.6,False,30549.567,30548.809999999998
8340,39.99,0.344,,,30589.836,Girth Weld,,,,,,,,,,,,nan,GIRTH WELD,1,,,5.97,119.395,11:24,,CMFL,1025,65000,E.R. WELD,24,,,,,,,,,2022,Girth Weld_30589.8,False,30589.836,30589.078999999998
8340,39.99,0.344,4.406,35.584,30594.242,Metal Loss,External,22.0,0.076,37.0,GENE,20.0,,,,3.2,1.2,5:35,EXT ML,1,N,N,5.97,119.485,11:24,36.652,CMFL,1025,65000,E.R. WELD,24,1464.3,2033.8,1446.7,2009.3,0.7,1.091,1.0,1.2,2022,Metal Loss_30594.2,True,30594.242,30593.484999999997
8350,40.243,0.344,,,30629.826,Girth Weld,,,,,,,,,,,,nan,GIRTH WELD,0,,,5.97,119.761,10:48,,CMFL,1025,65000,E.R. WELD,24,,,,,,,,,2022,Girth Weld_30629.8,False,30629.826,30629.069
8360,40.062,0.344,,,30670.069,Girth Weld,,,,,,,,,,,,nan,GIRTH WELD,0,,,5.97,120.183,11:56,,CMFL,1025,65000,E.R. WELD,24,,,,,,,,,2022,Girth Weld_30670.1,False,30670.069,30669.311999999998
8370,40.154,0.344,,,30710.131,Girth Weld,,,,,,,,,,,,nan,GIRTH WELD,1,,,5.97,120.641,10:20,,CMFL,1025,65000,E.R. WELD,24,,,,,,,,,2022,Girth Weld_30710.1,False,30710.131,30709.374
8370,40.154,0.344,38.868,1.286,30748.999,Metal Loss,External,14.0,0.048,29.0,GENE,20.0,,,,8.8,3.2,4:08,EXT ML,1,N,N,5.97,120.625,10:20,36.442,CMFL,1025,65000,E.R. WELD,24,1427.1,1982.1,1404.5,1950.7,0.718,1.066,1.0,1.2,2022,Metal Loss_30749.0,True,30748.999,30748.242
8380,40.049,0.344,,,30750.285,Girth Weld,,,,,,,,,,,,nan,GIRTH WELD,0,,,5.97,120.623,UNKN,,CMFL,1025,65000,E.R. WELD,24,,,,,,,,,2022,Girth Weld_30750.3,False,30750.285,30749.528
8390,40.24,0.344,,,30790.335,Girth Weld,,,,,,,,,,,,nan,GIRTH WELD,0,,,5.97,120.254,03:04,,CMFL,1025,65000,E.R. WELD,24,,,,,,,,,2022,Girth Weld_30790.3,False,30790.335,30789.577999999998
8400,28.796,0.344,,,30830.574,Girth Weld,,,,,,,,,,,,nan,GIRTH WELD,0,,,5.97,120.474,07:56,,CMFL,1025,65000,E.R. WELD,24,,,,,,,,,2022,Girth Weld_30830.6,False,30830.574,30829.817
8410,35.636,0.344,,,30859.37,Girth Weld,,,,,,,,,,,,nan,GIRTH WELD,0,,,5.97,121.075,09:20,,CMFL,1025,65000,E.R. WELD,24,,,,,,,,,2022,Girth Weld_30859.4,False,30859.37,30858.612999999998
8420,36.624,0.344,,,30895.007,Girth Weld,,,,,,,,,,,,nan,GIRTH WELD,0,,,5.97,122.571,10:16,,CMFL,1025,65000,E.R. WELD,24,,,,,,,,,2022,Girth Weld_30895.0,False,30895.007,30894.25
8430,40.157,0.344,,,30931.631,Girth Weld,,,,,,,,,,,,nan,GIRTH WELD,0,,,5.97,124.395,11:40,,CMFL,1025,65000,E.R. WELD,24,,,,,,,,,2022,Girth Weld_30931.6,False,30931.631,30930.874
8440,10.988,0.5,,,30971.788,Girth Weld,,,,,,,,,,,,nan,GIRTH WELD NWT 0.344/0.500IN,0,,,4.14,125.542,UNKN,,CMFL,1025,60000,E.R. WELD,24,,,,,,,,,2022,Girth Weld_30971.8,False,30971.788,30971.031
8440,10.988,0.5,,,30977.218,Bend,,,,,,,,,,,,nan,BEND-HOT PULLED - 5.7D - 29Â° LEFT,0,,,4.14,125.602,UNKN,,CMFL,1025,60000,E.R. WELD,24,,,,,,,,,2022,Bend_30977.2,False,30977.218,30976.461
8450,21.512,0.344,,,30982.776,Girth Weld,,,,,,,,,,,,nan,GIRTH WELD NWT 0.500/0.344IN,0,,,5.97,125.587,12:56,,CMFL,1025,65000,E.R. WELD,24,,,,,,,,,2022,Girth Weld_30982.8,False,30982.776,30982.019
8460,40.207,0.344,,,31004.288,Girth Weld,,,,,,,,,,,,nan,GIRTH WELD,1,,,5.97,125.306,01:40,,CMFL,1025,65000,E.R. WELD,24,,,,,,,,,2022,Girth Weld_31004.3,False,31004.288,31003.531
8460,40.207,0.344,39.108,1.099,31043.396,Metal Loss,External,21.0,0.072,36.0,GENE,20.0,,,,7.4,3.8,5:39,EXT ML,1,N,N,5.97,124.505,01:40,25.133,CMFL,1025,65000,E.R. WELD,24,1383.7,1921.9,1398.8,1942.8,0.741,1.03,1.0,1.2,2022,Metal Loss_31043.4,True,31043.396,31042.639
8470,10.909,0.5,,,31044.495,Girth Weld,,,,,,,,,,,,nan,GIRTH WELD NWT 0.344/0.500IN,0,,,4.14,124.482,UNKN,,CMFL,1025,60000,E.R. WELD,24,,,,,,,,,2022,Girth Weld_31044.5,False,31044.495,31043.737999999998
8470,10.909,0.5,,,31049.869,Bend,,,,,,,,,,,,nan,BEND-HOT PULLED - 5.6D - 29Â° RIGHT,0,,,4.14,124.309,UNKN,,CMFL,1025,60000,E.R. WELD,24,,,,,,,,,2022,Bend_31049.9,False,31049.869,31049.111999999997
8480,33.704,0.344,,,31055.404,Girth Weld,,,,,,,,,,,,nan,GIRTH WELD NWT 0.500/0.344IN,2,,,5.97,124.075,02:40,,CMFL,1025,65000,E.R. WELD,24,,,,,,,,,2022,Girth Weld_31055.4,False,31055.404,31054.646999999997
8480,33.704,0.344,14.967,18.737,31070.371,Seam Weld Manufacturing Anomaly,,,,,,,,,,6.1,,2:51,SWA,2,N,N,5.97,123.589,02:40,,CMFL,1025,65000,E.R. WELD,24,,,,,,,,,2022,Seam Weld Manufacturing Anomaly_31070.4,False,31070.371,31069.613999999998
8480,33.704,0.344,15.079,18.625,31070.482,Seam Weld Manufacturing Anomaly,,,,,,,,,,11.3,,2:49,SWA,2,N,N,5.97,123.585,02:40,,CMFL,1025,65000,E.R. WELD,24,,,,,,,,,2022,Seam Weld Manufacturing Anomaly_31070.5,False,31070.482,31069.725
8490,40.184,0.344,,,31089.108,Girth Weld,,,,,,,,,,,,nan,GIRTH WELD,0,,,5.97,123.016,12:56,,CMFL,1025,65000,E.R. WELD,24,,,,,,,,,2022,Girth Weld_31089.1,False,31089.108,31088.351
8500,40.056,0.344,,,31129.291,Girth Weld,,,,,,,,,,,,nan,GIRTH WELD,0,,,5.97,122.433,09:48,,CMFL,1025,65000,E.R. WELD,24,,,,,,,,,2022,Girth Weld_31129.3,False,31129.291,31128.534
8510,40.203,0.344,,,31169.347,Girth Weld,,,,,,,,,,,,nan,GIRTH WELD,0,,,5.97,122.569,11:40,,CMFL,1025,65000,E.R. WELD,24,,,,,,,,,2022,Girth Weld_31169.3,False,31169.347,31168.59
8520,40.102,0.344,,,31209.551,Girth Weld,,,,,,,,,,,,nan,GIRTH WELD,9,,,5.97,122.786,01:48,,CMFL,1025,65000,E.R. WELD,24,,,,,,,,,2022,Girth Weld_31209.6,False,31209.551,31208.793999999998
8520,40.102,0.344,17.054,23.051,31226.601,Metal Loss,External,17.0,0.058,32.0,GENE,20.0,,,,5.1,3.4,5:55,EXT ML,9,N,N,5.97,123.428,01:48,25.97,CMFL,1025,65000,E.R. WELD,24,1446.5,2009.1,1426.7,1981.5,0.709,1.078,1.0,1.2,2022,Metal Loss_31226.6,True,31226.601,31225.843999999997
8520,40.102,0.344,17.615,22.487,31227.165,Metal Loss,External,16.0,0.055,31.0,GENE,20.0,,,,4.9,3.7,3:50,EXT ML,9,N,N,5.97,123.452,01:48,12.566,CMFL,1025,65000,E.R. WELD,24,1458.2,2025.3,1444.7,2006.5,0.703,1.085,1.0,1.2,2022,Metal Loss_31227.2,True,31227.165,31226.408
8520,40.102,0.344,17.789,22.316,31227.336,Metal Loss,External,29.0,0.1,44.0,GENE,20.0,,,,22.2,5.1,6:42,EXT ML,9,N,N,5.97,123.46,01:48,31.206,CMFL,1025,65000,E.R. WELD,24,1221.5,1696.5,1305.2,1812.7,0.839,0.913,1.0,1.2,2022,Metal Loss_31227.3,True,31227.336,31226.578999999998
8520,40.102,0.344,19.196,20.909,31228.743,Metal Loss,External,19.0,0.065,34.0,GENE,20.0,,,,6.4,3.7,3:22,EXT ML,9,N,N,5.97,123.52,01:48,9.844,CMFL,1025,65000,E.R. WELD,24,1410.8,1959.4,1384.0,1922.2,0.727,1.052,1.0,1.2,2022,Metal Loss_31228.7,True,31228.743,31227.985999999997
8520,40.102,0.344,20.276,19.826,31229.826,Metal Loss,External,11.0,0.038,26.0,GENE,20.0,,,,5.7,3.4,6:25,EXT ML,9,N,N,5.97,123.567,01:48,29.112,CMFL,1025,65000,E.R. WELD,24,1480.5,2056.2,1467.8,2038.6,0.692,1.102,1.0,1.2,2022,Metal Loss_31229.8,True,31229.826,31229.069
8520,40.102,0.344,20.351,19.751,31229.902,Metal Loss,External,15.0,0.052,30.0,GENE,20.0,,,,4.0,2.9,3:34,EXT ML,9,N,N,5.97,123.57,01:48,11.729,CMFL,1025,65000,E.R. WELD,24,1479.6,2054.9,1467.4,2038.0,0.693,1.101,1.0,1.2,2022,Metal Loss_31229.9,True,31229.902,31229.144999999997
8520,40.102,0.344,21.253,18.848,31230.804,Metal Loss,External,17.0,0.058,32.0,GENE,20.0,,,,6.1,3.9,4:19,EXT ML,9,N,N,5.97,123.609,01:48,16.546,CMFL,1025,65000,E.R. WELD,24,1429.7,1985.6,1415.3,1965.7,0.717,1.067,1.0,1.2,2022,Metal Loss_31230.8,True,31230.804,31230.047
8520,40.102,0.344,23.241,16.86,31232.792,Metal Loss,External,19.0,0.065,34.0,GENE,20.0,,,,2.2,2.1,6:03,EXT ML,9,N,N,5.97,123.695,01:48,26.808,CMFL,1025,65000,E.R. WELD,24,1505.4,2090.8,1496.4,2078.3,0.681,1.122,1.0,1.2,2022,Metal Loss_31232.8,True,31232.792,31232.035
8520,40.102,0.344,,,31242.32,Field Bend,,,,,,,,,,,,nan,BEND-COLD UNDER,9,,,5.97,124.106,01:48,,CMFL,1025,65000,E.R. WELD,24,,,,,,,,,2022,Field Bend_31242.3,False,31242.32,31241.563
8520,40.102,0.344,37.247,2.858,31246.795,Metal Loss,External,20.0,0.069,35.0,GENE,20.0,,,,5.3,1.9,3:18,EXT ML,9,N,N,5.97,124.299,01:48,9.634,CMFL,1025,65000,E.R. WELD,24,1423.2,1976.7,1399.7,1944.0,0.72,1.06,1.0,1.2,2022,Metal Loss_31246.8,True,31246.795,31246.037999999997
8530,40.217,0.344,,,31249.652,Girth Weld,,,,,,,,,,,,nan,GIRTH WELD,0,,,5.97,124.422,03:36,,CMFL,1025,65000,E.R. WELD,24,,,,,,,,,2022,Girth Weld_31249.7,False,31249.652,31248.894999999997
8540,39.879,0.344,,,31289.872,Girth Weld,,,,,,,,,,,,nan,GIRTH WELD,0,,,5.97,128.554,09:40,,CMFL,1025,65000,E.R. WELD,24,,,,,,,,,2022,Girth Weld_31289.9,False,31289.872,31289.114999999998
8550,40.217,0.344,,,31329.747,Girth Weld,,,,,,,,,,,,nan,GIRTH WELD,0,,,5.97,132.373,08:32,,CMFL,1025,65000,E.R. WELD,24,,,,,,,,,2022,Girth Weld_31329.7,False,31329.747,31328.989999999998
8550,40.217,0.344,,,31359.557,Field Bend,,,,,,,,,,,,nan,BEND-COLD OVER,0,,,5.97,133.948,08:32,,CMFL,1025,65000,E.R. WELD,24,,,,,,,,,2022,Field Bend_31359.6,False,31359.557,31358.8
8560,40.043,0.344,,,31369.964,Girth Weld,,,,,,,,,,,,nan,GIRTH WELD,0,,,5.97,134.458,01:56,,CMFL,1025,65000,E.R. WELD,24,,,,,,,,,2022,Girth Weld_31370.0,False,31369.964,31369.207
8570,35.574,0.344,,,31410.01,Girth Weld,,,,,,,,,,,,nan,GIRTH WELD,0,,,5.97,136.202,03:32,,CMFL,1025,65000,E.R. WELD,24,,,,,,,,,2022,Girth Weld_31410.0,False,31410.01,31409.252999999997
8580,40.003,0.344,,,31445.584,Girth Weld,,,,,,,,,,,,nan,GIRTH WELD,0,,,5.97,138.319,08:32,,CMFL,1025,65000,E.R. WELD,24,,,,,,,,,2022,Girth Weld_31445.6,False,31445.584,31444.826999999997
8590,40.164,0.344,,,31485.587,Girth Weld,,,,,,,,,,,,nan,GIRTH WELD,0,,,5.97,139.108,07:24,,CMFL,1025,65000,E.R. WELD,24,,,,,,,,,2022,Girth Weld_31485.6,False,31485.587,31484.829999999998
8600,40.003,0.344,,,31525.751,Girth Weld,,,,,,,,,,,,nan,GIRTH WELD,0,,,5.97,138.934,02:40,,CMFL,1025,65000,E.R. WELD,24,,,,,,,,,2022,Girth Weld_31525.8,False,31525.751,31524.994
8600,40.003,0.344,,,31549.255,Field Bend,,,,,,,,,,,,nan,BEND-COLD UNDER,0,,,5.97,139.114,02:40,,CMFL,1025,65000,E.R. WELD,24,,,,,,,,,2022,Field Bend_31549.3,False,31549.255,31548.498
8610,40.131,0.344,,,31565.758,Girth Weld,,,,,,,,,,,,nan,GIRTH WELD,2,,,5.97,139.267,03:16,,CMFL,1025,65000,E.R. WELD,24,,,,,,,,,2022,Girth Weld_31565.8,False,31565.758,31565.001
8610,40.131,0.344,30.965,9.17,31596.719,Seam Weld Manufacturing Anomaly,,,,,,,,,,12.8,,3:35,SWA,2,N,N,5.97,140.467,03:16,,CMFL,1025,65000,E.R. WELD,24,,,,,,,,,2022,Seam Weld Manufacturing Anomaly_31596.7,False,31596.719,31595.962
8610,40.131,0.344,32.388,7.743,31598.146,Seam Weld Manufacturing Anomaly,,,,,,,,,,7.5,,3:31,SWA,2,N,N,5.97,140.526,03:16,,CMFL,1025,65000,E.R. WELD,24,,,,,,,,,2022,Seam Weld Manufacturing Anomaly_31598.1,False,31598.146,31597.389
8620,9.738,0.344,,,31605.889,Girth Weld,,,,,,,,,,,,nan,GIRTH WELD,0,,,5.97,140.847,01:08,,CMFL,1025,65000,E.R. WELD,24,,,,,,,,,2022,Girth Weld_31605.9,False,31605.889,31605.131999999998
8630,9.613,0.5,,,31615.623,Girth Weld,,,,,,,,,,,,nan,GIRTH WELD NWT 0.344/0.500IN,0,,,4.14,141.166,UNKN,,CMFL,1025,60000,E.R. WELD,24,,,,,,,,,2022,Girth Weld_31615.6,False,31615.623,31614.865999999998
8630,9.613,0.5,,,31620.482,Bend,,,,,,,,,,,,nan,BEND-HOT PULLED - 5.4D - 26Â° LEFT,0,,,4.14,141.181,UNKN,,CMFL,1025,60000,E.R. WELD,24,,,,,,,,,2022,Bend_31620.5,False,31620.482,31619.725
8640,6.188,0.344,,,31625.236,Girth Weld,,,,,,,,,,,,nan,GIRTH WELD NWT 0.500/0.344IN,3,,,5.97,141.062,UNKN,,CMFL,1025,65000,E.R. WELD,24,,,,,,,,,2022,Girth Weld_31625.2,False,31625.236,31624.479
8640,6.188,0.344,2.201,3.99,31627.438,Metal Loss,External,11.0,0.038,26.0,GENE,20.0,,,,7.0,4.3,5:30,EXT ML,3,N,N,5.97,141.007,UNKN,,CMFL,1025,65000,E.R. WELD,24,1468.0,2038.9,1453.1,2018.2,0.698,1.093,1.0,1.2,2022,Metal Loss_31627.4,True,31627.438,31626.680999999997
8640,6.188,0.344,,,31628.97,Start Recoat,,,,,,,,,,,,nan,2021 DIG 11 RECOAT START,3,,,5.97,140.888,UNKN,,CMFL,1025,65000,E.R. WELD,24,,,,,,,,,2022,Start Recoat_31629.0,False,31628.97,31628.213
8640,6.188,0.344,4.127,2.064,31629.364,Metal Loss,External,26.0,0.089,41.0,GENE,15.0,,,,2.5,3.2,1:15,*EXT ML,3,Y,Y,5.97,140.852,UNKN,,CMFL,1025,65000,E.R. WELD,24,1473.2,2046.1,1456.3,2022.7,0.696,1.098,0.8,1.0,2022,Metal Loss_31629.4,True,31629.364,31628.607
8640,6.188,0.344,4.619,1.572,31629.856,Metal Loss,External,50.0,0.172,65.0,GENE,15.0,,,,1.5,1.6,11:51,*EXT ML,3,Y,Y,5.97,140.808,UNKN,,CMFL,1025,65000,E.R. WELD,24,1463.2,2032.2,1435.6,1993.8,0.701,1.09,0.8,1.0,2022,Metal Loss_31629.9,True,31629.856,31629.099
8640,6.188,0.344,,,31630.545,End Recoat,,,,,,,,,,,,nan,2021 DIG 11 RECOAT END,3,,,5.97,140.745,UNKN,,CMFL,1025,65000,E.R. WELD,24,,,,,,,,,2022,End Recoat_31630.5,False,31630.545,31629.787999999997
8650,40.177,0.344,,,31631.427,Girth Weld,,,,,,,,,,,,nan,GIRTH WELD,2,,,5.97,140.666,UNKN,,CMFL,1025,65000,E.R. WELD,24,,,,,,,,,2022,Girth Weld_31631.4,False,31631.427,31630.67
8650,40.177,0.344,,,31631.427,Start Recoat,,,,,,,,,,,,nan,2021 DIG 11 START,2,,,5.97,140.666,UNKN,,CMFL,1025,65000,E.R. WELD,24,,,,,,,,,2022,Start Recoat_31631.4,False,31631.427,31630.67
8650,40.177,0.344,0.574,39.606,31631.998,Metal Loss,External,18.0,0.062,33.0,GENE,20.0,,,,1.9,1.9,10:24,EXT ML,2,N,N,5.97,140.614,UNKN,,CMFL,1025,65000,E.R. WELD,24,1517.4,2107.6,1511.0,2098.6,0.676,1.132,1.0,1.2,2022,Metal Loss_31632.0,True,31631.998,31631.240999999998
8650,40.177,0.344,,,31632.749,End Recoat,,,,,,,,,,,,nan,2021 DIG 11 END,2,,,5.97,140.546,UNKN,,CMFL,1025,65000,E.R. WELD,24,,,,,,,,,2022,End Recoat_31632.7,False,31632.749,31631.992
8650,40.177,0.344,39.921,0.256,31671.348,Metal Loss,External,25.0,0.086,40.0,GENE,20.0,,,,18.4,8.8,6:03,EXT ML ( ON GW ),2,N,N,5.97,137.096,UNKN,,CMFL,1025,65000,E.R. WELD,24,1279.7,1777.4,1322.7,1837.1,0.801,0.953,1.0,1.2,2022,Metal Loss_31671.3,True,31671.348,31670.591
8660,15.984,0.344,,,31671.604,Girth Weld,,,,,,,,,,,,nan,GIRTH WELD,5,,,5.97,137.073,UNKN,,CMFL,1025,65000,E.R. WELD,24,,,,,,,,,2022,Girth Weld_31671.6,False,31671.604,31670.846999999998
8660,15.984,0.344,0.804,15.177,31672.408,Metal Loss,External,23.0,0.079,38.0,GENE,20.0,,,,3.1,3.1,4:25,EXT ML,5,N,N,5.97,137.001,UNKN,,CMFL,1025,65000,E.R. WELD,24,1460.6,2028.6,1441.9,2002.6,0.702,1.089,1.0,1.2,2022,Metal Loss_31672.4,True,31672.408,31671.650999999998
8660,15.984,0.344,0.84,15.141,31672.444,Metal Loss,External,25.0,0.086,40.0,GENE,20.0,,,,4.2,2.8,3:30,EXT ML,5,N,N,5.97,136.998,UNKN,,CMFL,1025,65000,E.R. WELD,24,1417.2,1968.3,1442.4,2003.3,0.723,1.056,1.0,1.2,2022,Metal Loss_31672.4,True,31672.444,31671.686999999998
8660,15.984,0.344,0.856,15.128,31672.457,Metal Loss,External,28.0,0.096,43.0,GENE,20.0,,,,2.7,2.1,7:25,EXT ML,5,N,N,5.97,136.997,UNKN,,CMFL,1025,65000,E.R. WELD,24,1459.3,2026.8,1439.2,1998.9,0.702,1.086,1.0,1.2,2022,Metal Loss_31672.5,True,31672.457,31671.699999999997
8660,15.984,0.344,2.664,13.317,31674.268,Metal Loss,External,29.0,0.1,44.0,GENE,20.0,,,,3.3,2.1,12:04,EXT ML,5,N,N,5.97,136.834,UNKN,,CMFL,1025,65000,E.R. WELD,24,1424.2,1978.1,1478.3,2053.2,0.72,1.062,1.0,1.2,2022,Metal Loss_31674.3,True,31674.268,31673.511
8660,15.984,0.344,,,31675.184,Above Ground Marker,,,,,,,,,,,,nan,AGM 14 - AT TEST POST 3' DOWNSTREAM OF AERIAL MARKER LF6,5,,,5.97,136.744,UNKN,,CMFL,1025,65000,E.R. WELD,24,,,,,,,,,2022,Above Ground Marker_31675.2,False,31675.184,31674.427
