Joint num,Joint len [ft],t [in],to u/s w. [ft],log dist. [ft],Height [ft],event,depth [%],ID Reduction [%],length [in],width [in],P2 Burst / MOP,o'clock,internal,comment
,,0.344,-19.8,40009.5,717.7555,metal loss-manufacturing anomaly,10,,0.59,0.71,,8:37,N/A,
11160,40.01,0.344,,40029.68,717.811,Girth Weld,,,,,,,,
11170,40.02,0.344,,40069.69,717.7818,Girth Weld,,,,,,,,
11180,39.98,0.344,,40109.71,717.6684,Girth Weld,,,,,,,,
11190,40.04,0.344,,40149.7,717.4705,Girth Weld,,,,,,,,
11200,40.06,0.344,,40189.73,716.9573,Girth Weld,,,,,,,,
11210,40.1,0.344,,40229.79,716.2556,Girth Weld,,,,,,,,
11220,40.02,0.344,,40269.89,715.2851,Girth Weld,,,,,,,,
11230,40.02,0.344,,40309.91,714.5368,Girth Weld,,,,,,,,
11240,39.64,0.344,,40349.93,714.2827,Girth Weld,,,,,,,,
11250,40.08,0.344,,40389.57,714.7866,Girth Weld,,,,,,,,
11260,39.97,0.344,,40429.65,715.2759,Girth Weld,,,,,,,,
11270,39.99,0.344,,40469.62,715.6949,Girth Weld,,,,,,,,
11280,40.03,0.344,,40509.61,715.9645,Girth Weld,,,,,,,,
11290,40.03,0.344,,40549.64,715.9863,Girth Weld,,,,,,,,
11300,40.06,0.344,,40589.67,715.7819,Girth Weld,,,,,,,,
11310,40,0.344,,40629.73,715.3529,Girth Weld,,,,,,,,
,,0.344,-39.01,40668.73,714.1151,Cluster,18,,1.97,1.47,,7:57,NO,
11320,8.59,0.5,,40669.73,714.0498,Girth Weld,,,,,,,,"0.500"""
,,,,40673.95,713.7479,Bend,,,,,,,,6.6D - 18° - Sag
11330,10.14,0.344,,40678.32,713.3879,Girth Weld,,,,,,,,"0.344"""
11340,10.69,0.5,,40688.46,712.496,Girth Weld,,,,,,,,"0.500"""
,,,,40693.84,712.0041,Bend,,,,,,,,6.8D - 22° - Sag
11350,40.01,0.344,,40699.15,711.4889,Girth Weld,,,,,,,,"0.344"""
11360,21.97,0.344,,40739.16,706.4523,Girth Weld,,,,,,,,
11370,39.95,0.344,,40761.14,703.28,Girth Weld,,,,,,,,
11380,29.22,0.344,,40801.09,703.3014,Girth Weld,,,,,,,,
11390,40.03,0.344,,40830.31,706.8561,Girth Weld,,,,,,,,
11400,39.99,0.344,,40870.34,710.306,Girth Weld,,,,,,,,
11410,39.92,0.344,,40910.33,711.171,Girth Weld,,,,,,,,
11420,39.95,0.344,,40950.25,710.5849,Girth Weld,,,,,,,,
11430,39.92,0.344,,40990.2,709.6527,Girth Weld,,,,,,,,
,,0.344,-20.89,41011.08,709.3366,metal loss-manufacturing anomaly,10,,3.03,1.3,,10:13,N/A,
11440,39.95,0.344,,41030.11,709.2562,Girth Weld,,,,,,,,
11450,40.01,0.344,,41070.06,709.6838,Girth Weld,,,,,,,,
11460,36.15,0.344,,41110.07,710.488,Girth Weld,,,,,,,,
,,0.344,-20.98,41131.05,710.941,metal loss-manufacturing anomaly,14,,3.66,1.02,,10:09,N/A,
11470,39.95,0.344,,41146.22,711.2702,Girth Weld,,,,,,,,
,,0.344,-17.77,41163.99,711.6486,metal loss-manufacturing anomaly,12,,4.17,1.77,,2:09,N/A,
,,0.344,-19.55,41165.77,711.6819,metal loss-manufacturing anomaly,16,,0.59,0.63,,8:12,N/A,
,,0.344,-20.75,41166.98,711.7044,metal loss-manufacturing anomaly,11,,3.78,1.42,,2:06,N/A,
,,0.344,-24.07,41170.29,711.7665,metal loss-manufacturing anomaly,30,,3.82,5.55,,1:54,N/A,
,,0.344,-28.33,41174.55,711.8432,metal loss-manufacturing anomaly,11,,0.47,0.59,,11:58,N/A,
11480,39.98,0.344,,41186.18,711.9518,Girth Weld,,,,,,,,
11490,39.99,0.344,,41226.16,711.9853,Girth Weld,,,,,,,,
11500,39.93,0.344,,41266.15,711.7645,Girth Weld,,,,,,,,
11510,39.99,0.344,,41306.08,711.5016,Girth Weld,,,,,,,,
11520,40.09,0.344,,41346.07,711.1525,Girth Weld,,,,,,,,
11530,39.31,0.344,,41386.16,710.864,Girth Weld,,,,,,,,
11540,39.98,0.344,,41425.47,710.619,Girth Weld,,,,,,,,
11550,39.95,0.344,,41465.45,710.365,Girth Weld,,,,,,,,
,,0.344,-0.72,41466.16,710.3511,Cluster,29,,5,10.54,1.66,4:44,NO,
,,0.344,-0.73,41466.18,710.3507,Cluster,21,,5.56,2.58,1.72,6:45,NO,
,,0.344,-0.82,41466.26,710.3486,Cluster,14,,0.97,3.27,,3:19,NO,
,,0.344,-20.52,41485.96,709.7136,Cluster,15,,4.38,3.16,,9:33,NO,
,,0.344,-20.8,41486.24,709.7041,Cluster,17,,2.56,2.39,,10:16,NO,
,,0.344,-21.15,41486.59,709.6922,metal loss,15,,1.14,1.26,,10:09,NO,
,,0.344,-21.34,41486.78,709.6857,Cluster,12,,4.25,3.16,,10:13,NO,
,,0.344,-35.98,41501.43,709.1821,metal loss,10,,2.52,0.75,,9:33,NO,
,,0.344,-36.87,41502.32,709.151,metal loss,14,,4.25,0.94,,8:10,NO,
,,0.344,-37.98,41503.42,709.1124,metal loss,10,,1.18,0.83,,9:22,NO,
,,0.344,-38.56,41504.01,709.092,Cluster,10,,4.39,5.72,,9:28,NO,
11560,39.95,0.344,,41505.39,709.0434,Girth Weld,,,,,,,,
,,0.344,-39.02,41544.42,707.4963,metal loss,23,,0.94,1.3,1.87,7:47,NO,
,,0.344,-39.06,41544.45,707.4949,metal loss,11,,0.79,0.79,,8:49,NO,
11570,39.94,0.344,,41545.34,707.4552,Girth Weld,,,,,,,,
,,0.344,-0.74,41546.08,707.4225,metal loss,17,,2.76,0.59,,9:36,NO,
,,0.344,-31.12,41576.47,706.2497,Cluster,19,,2.21,1.8,,7:44,NO,
,,0.344,-36.01,41581.35,706.0938,Cluster,18,,5.2,4.15,,7:17,NO,
11580,40.09,0.344,,41585.28,705.9975,Girth Weld,,,,,,,,
,,0.344,-7.88,41593.16,705.8334,metal loss,10,,3.03,0.59,,7:57,NO,
,,0.344,-8.33,41593.61,705.8259,Cluster,16,,3.71,3.96,,6:58,NO,
,,0.344,-20.19,41605.47,705.8339,Cluster,15,,3.43,1.22,,3:25,NO,
,,0.344,-21.05,41606.33,705.8384,metal loss,13,,1.53,1.38,,3:21,NO,
,,0.344,-21.88,41607.15,705.8426,Cluster,23,,5.15,3.54,1.71,2:04,NO,
,,0.344,-22.21,41607.49,705.8444,metal loss,11,,1.42,0.91,,3:27,NO,
,,0.344,-22.4,41607.68,705.8453,Cluster,25,,3.62,2.81,1.75,1:54,NO,
,,0.344,-23.08,41608.36,705.8488,Cluster,13,,1.69,1.2,,2:29,NO,
,,0.344,-24.84,41610.12,705.8634,Cluster,13,,3.25,6.37,,9:19,NO,
,,0.344,-25.38,41610.66,705.8678,Cluster,10,,2.63,4.13,,9:46,NO,
,,0.344,-25.96,41611.24,705.8726,Cluster,17,,3.25,3.71,,9:44,NO,
,,0.344,-29.18,41614.46,705.8991,metal loss,16,,1.1,0.59,,10:17,NO,
11590,40.02,0.344,,41625.37,706.005,Girth Weld,,,,,,,,
,,0.344,-11.37,41636.74,706.14,metal loss,25,,2.09,1.26,1.82,9:46,NO,
,,0.344,-12.44,41637.81,706.1532,metal loss,14,,2.09,1.89,,9:56,NO,
,,0.344,-20.6,41645.97,706.2698,Cluster,20,,5.22,4.96,1.73,9:21,NO,
,,0.344,-21.8,41647.17,706.2872,metal loss,16,,0.63,0.87,,10:15,NO,
,,0.344,-21.96,41647.33,706.2894,Cluster,16,,2.06,3.94,,9:43,NO,
,,0.344,-23.26,41648.63,706.3085,Cluster,12,,2.66,3.92,,9:45,NO,
,,0.344,-23.76,41649.13,706.3163,metal loss,15,,0.75,0.71,,10:23,NO,
,,0.344,-24.22,41649.59,706.3234,metal loss,24,,0.94,0.71,1.87,9:38,NO,
,,0.344,-25.04,41650.41,706.3363,Cluster,15,,3.7,3.56,,9:32,NO,
,,0.344,-26.06,41651.43,706.3523,Cluster,14,,2.66,2.64,,9:39,NO,
,,0.344,-26.51,41651.88,706.3593,Cluster,14,,2.84,4.19,,9:38,NO,
,,0.344,-27.03,41652.4,706.3675,Cluster,12,,2.08,2.26,,9:39,NO,
,,0.344,-27.43,41652.8,706.3738,metal loss,11,,1.02,1.26,,9:54,NO,
,,0.344,-27.89,41653.26,706.3809,Cluster,19,,3.68,2.75,,8:52,NO,
,,0.344,-28.52,41653.89,706.3908,Cluster,21,,2.99,2.54,1.8,9:48,NO,
,,0.344,-30.06,41655.43,706.415,Cluster,13,,2.38,2.16,,9:40,NO,
,,0.344,-33.26,41658.63,706.4653,Cluster,16,,3.28,1.43,,2:41,NO,
,,0.344,-33.65,41659.02,706.4719,Cluster,15,,7.88,2.75,,2:28,NO,
11600,13.17,0.344,,41665.39,706.5791,Girth Weld,,,,,,,,
,,0.344,-10.96,41676.35,706.7396,Cluster,33,,5.5,11.56,1.61,8:16,NO,
,,0.344,-11.23,41676.62,706.7421,metal loss,16,,0.83,0.55,,2:49,NO,
11610,26.88,0.344,,41678.56,706.7595,Girth Weld,,,,,,,,
,,0.344,-24.97,41703.53,706.7294,Cluster,33,,5.21,3.73,1.62,4:57,NO,
,,0.344,-25.57,41704.14,706.7175,Cluster,16,,2.22,2.47,,6:41,NO,
,,0.344,-25.68,41704.24,706.715,Cluster,14,,5.59,14.6,,6:18,NO,
,,0.344,-25.91,41704.47,706.7093,Cluster,23,,4.01,2.87,1.75,5:01,NO,
11620,39.99,0.344,,41705.44,706.6858,Girth Weld,,,,,,,,
,,0.344,-0.53,41705.97,706.6729,Cluster,11,,4.12,17.76,,7:43,NO,
,,0.344,-0.82,41706.26,706.6661,Cluster,23,,2.44,9.05,1.81,3:44,NO,
,,0.344,-0.82,41706.26,706.6659,metal loss,10,,1.3,3.42,,2:44,NO,
11630,39.93,0.344,,41745.43,706.0998,Girth Weld,,,,,,,,
,,0.344,-0.95,41746.38,706.1254,metal loss,11,,0.71,0.55,,9:55,NO,
,,0.344,-1.78,41747.21,706.148,metal loss,13,,0.91,1.3,,9:30,NO,
,,0.344,-38.9,41784.33,708.0211,Cluster,13,,3.85,6.24,,3:20,NO,
11640,39.73,0.344,,41785.36,708.0607,Girth Weld,,,,,,,,
,,0.344,-0.84,41786.2,708.0931,metal loss,11,,0.79,0.71,,4:12,NO,
,,0.344,-2.1,41787.46,708.138,metal loss-manufacturing anomaly,11,,0.43,0.71,,8:12,N/A,
11650,39.96,0.344,,41825.08,708.4861,Girth Weld,,,,,,,,
11660,40,0.344,,41865.05,708.4957,Girth Weld,,,,,,,,
,,0.344,-0.67,41865.72,708.4951,Cluster,11,,2.05,9.82,,8:30,NO,
11670,39.9,0.344,,41905.04,708.5053,Girth Weld,,,,,,,,
11680,39.96,0.344,,41944.95,708.6471,Girth Weld,,,,,,,,
11690,39.92,0.344,,41984.91,708.6852,Girth Weld,,,,,,,,
11700,39.93,0.344,,42024.83,708.4561,Girth Weld,,,,,,,,
11710,40.05,0.344,,42064.76,708.1797,Girth Weld,,,,,,,,
11720,40,0.344,,42104.81,707.8912,Girth Weld,,,,,,,,
11730,40.08,0.344,,42144.82,707.7569,Girth Weld,,,,,,,,
11740,39.99,0.344,,42184.89,707.7216,Girth Weld,,,,,,,,
11750,39.98,0.344,,42224.88,707.7698,Girth Weld,,,,,,,,
,,,,42243.95,707.8266,Above Ground Marker,,,,,,,,AGM 8
11760,9.85,0.5,,42264.86,707.7215,Girth Weld,,,,,,,,"0.500"""
,,,,42269.82,707.5445,Bend,,,,,,,,6.2D - 24° - Sag
11770,23.4,0.344,,42274.71,707.3146,Girth Weld,,,,,,,,"0.344"""
11780,39.96,0.344,,42298.11,706.0348,Girth Weld,,,,,,,,
11790,40.05,0.344,,42338.07,703.2453,Girth Weld,,,,,,,,
11800,40.02,0.344,,42378.12,702.3615,Girth Weld,,,,,,,,
11810,40,0.344,,42418.14,705.5428,Girth Weld,,,,,,,,
11820,9.36,0.344,,42458.14,708.6457,Girth Weld,,,,,,,,
11830,40.19,0.344,,42467.5,709.2571,Girth Weld,,,,,,,,
11840,40.14,0.344,,42507.69,710.9166,Girth Weld,,,,,,,,
11850,39.97,0.344,,42547.83,712.0739,Girth Weld,,,,,,,,
11860,39.89,0.344,,42587.8,712.8774,Girth Weld,,,,,,,,
11870,39.93,0.344,,42627.69,712.9039,Girth Weld,,,,,,,,
11880,39.98,0.344,,42667.62,712.2365,Girth Weld,,,,,,,,
11890,39.99,0.344,,42707.6,711.2749,Girth Weld,,,,,,,,
11900,40.01,0.344,,42747.59,710.0315,Girth Weld,,,,,,,,
11910,39.99,0.344,,42787.6,708.339,Girth Weld,,,,,,,,
11920,40.03,0.344,,42827.58,706.3488,Girth Weld,,,,,,,,
11930,40.01,0.344,,42867.61,703.6342,Girth Weld,,,,,,,,
11940,27.49,0.344,,42907.62,699.7617,Girth Weld,,,,,,,,
11950,20.26,0.344,,42935.11,697.3363,Girth Weld,,,,,,,,
11960,39.95,0.344,,42955.37,696.123,Girth Weld,,,,,,,,
11970,40,0.344,,42995.32,693.8452,Girth Weld,,,,,,,,
11980,39.87,0.344,,43035.33,691.4755,Girth Weld,,,,,,,,
11990,29.33,0.344,,43075.2,689.4811,Girth Weld,,,,,,,,
12000,6.66,0.344,,43104.53,688.134,Girth Weld,,,,,,,,
12010,39.94,0.344,,43111.19,687.829,Girth Weld,,,,,,,,
12020,19.63,0.344,,43151.13,686.0757,Girth Weld,,,,,,,,
12030,10.39,0.5,,43170.76,685.23,Girth Weld,,,,,,,,"0.500"""
,,,,43176.04,684.9935,Bend,,,,,,,,5.9D - 28° - Sag
12040,35.62,0.344,,43181.15,684.753,Girth Weld,,,,,,,,"0.344"""
12050,40.03,0.344,,43216.77,682.5123,Girth Weld,,,,,,,,
12060,39.96,0.344,,43256.8,679.2587,Girth Weld,,,,,,,,
12070,39.93,0.344,,43296.76,680.6947,Girth Weld,,,,,,,,
12080,40.03,0.344,,43336.69,684.9046,Girth Weld,,,,,,,,
12090,40.01,0.344,,43376.72,689.1197,Girth Weld,,,,,,,,
12100,39.91,0.344,,43416.72,692.2795,Girth Weld,,,,,,,,
12110,39.94,0.344,,43456.64,695.112,Girth Weld,,,,,,,,
12120,20.47,0.344,,43496.58,697.718,Girth Weld,,,,,,,,
12130,40.11,0.344,,43517.05,699.0309,Girth Weld,,,,,,,,
12140,39.96,0.344,,43557.15,700.9822,Girth Weld,,,,,,,,
12150,39.48,0.344,,43597.12,701.6467,Girth Weld,,,,,,,,
,,0.344,-0.77,43597.89,701.6441,Cluster,14,,2.4,7.67,,4:45,NO,
12160,40.09,0.344,,43636.59,701.0828,Girth Weld,,,,,,,,
,,0.344,-39.27,43675.86,700.3919,Cluster,10,,2.64,4.11,,6:00,NO,
12170,40.03,0.344,,43676.68,700.3778,Girth Weld,,,,,,,,
,,0.344,-0.8,43677.48,700.3641,Cluster,16,,1.32,7.54,,4:36,NO,
12180,27.92,0.344,,43716.71,699.6903,Girth Weld,,,,,,,,
12190,40.03,0.344,,43744.64,699.158,Girth Weld,,,,,,,,
12200,40.02,0.344,,43784.67,699.3824,Girth Weld,,,,,,,,
12210,39.92,0.344,,43824.68,700.1649,Girth Weld,,,,,,,,
12220,39.93,0.344,,43864.61,700.9767,Girth Weld,,,,,,,,
12230,39.85,0.344,,43904.53,701.769,Girth Weld,,,,,,,,
,,0.344,-20.73,43925.26,701.9519,metal loss-manufacturing anomaly,15,,2.32,0.59,,7:51,N/A,
,,0.344,-24.44,43928.97,701.9672,metal loss-manufacturing anomaly,14,,3.03,0.71,,9:08,N/A,
,,0.344,-25.96,43930.49,701.9641,metal loss-manufacturing anomaly,13,,3.46,0.94,,9:33,N/A,
,,0.344,-25.98,43930.51,701.964,metal loss-manufacturing anomaly,27,,3.42,0.55,,9:23,N/A,
12240,40.18,0.344,,43944.39,701.9041,Girth Weld,,,,,,,,
,,0.344,-5.46,43949.85,701.8126,metal loss,13,,1.58,1.42,,2:25,NO,
,,0.344,-5.91,43950.29,701.8019,metal loss,10,,1.65,2.48,,2:28,NO,
,,0.344,-9.79,43954.18,701.7088,Cluster,13,,1.81,2.93,,9:26,NO,
,,0.344,-11.93,43956.32,701.6575,Cluster,11,,2.28,1.91,,2:15,NO,
,,0.344,-12.36,43956.74,701.6473,Cluster,12,,5.46,5.22,,1:43,NO,
,,0.344,-13.09,43957.47,701.6297,metal loss,12,,2.4,1.93,,2:21,NO,
,,0.344,-15.5,43959.89,701.5719,metal loss,12,,3.35,0.83,,9:25,NO,
,,0.344,-18.37,43962.76,701.504,metal loss,10,,2.24,1.42,,2:21,NO,
,,0.344,-37.18,43981.57,700.8596,metal loss,11,,0.87,1.18,,5:14,YES,
12250,40,0.344,,43984.57,700.7119,Girth Weld,,,,,,,,
,,0.344,-0.71,43985.28,700.6769,Cluster,16,,3.58,7.42,,10:38,NO,
12260,31.12,0.344,,44024.57,698.2204,Girth Weld,,,,,,,,
12270,39.97,0.344,,44055.69,697.6535,Girth Weld,,,,,,,,
,,0.344,-0.62,44056.31,697.6612,metal loss,13,,5.04,0.59,,7:15,YES,
,,0.344,-0.73,44056.42,697.6626,Cluster,30,,1.85,10.89,1.82,5:04,YES,
12280,39.9,0.344,,44095.66,698.9577,Girth Weld,,,,,,,,
,,0.344,-5.25,44100.91,699.1291,Cluster,23,,10.97,12.82,1.62,5:42,YES,
,,0.344,-38.94,44134.6,699.8636,Cluster,26,,2.95,9.22,1.77,4:16,NO,
12290,39.97,0.344,,44135.55,699.8808,Girth Weld,,,,,,,,
12300,40.01,0.344,,44175.53,700.3976,Girth Weld,,,,,,,,
,,0.344,-38.93,44214.46,700.6012,Cluster,25,,4.15,10.91,1.73,3:44,NO,
12310,40.01,0.344,,44215.54,700.6022,Girth Weld,,,,,,,,
12320,40.01,0.344,,44255.55,700.5637,Girth Weld,,,,,,,,
12330,39.99,0.344,,44295.57,700.4623,Girth Weld,,,,,,,,
12340,39.99,0.344,,44335.56,700.2381,Girth Weld,,,,,,,,
12350,40.03,0.344,,44375.54,700.0114,Girth Weld,,,,,,,,
12360,40.01,0.344,,44415.58,699.7335,Girth Weld,,,,,,,,
12370,40.03,0.344,,44455.58,699.4386,Girth Weld,,,,,,,,
12380,40.03,0.344,,44495.61,699.0476,Girth Weld,,,,,,,,
12390,23.21,0.344,,44535.64,698.6006,Girth Weld,,,,,,,,
12400,40.02,0.344,,44558.85,698.3137,Girth Weld,,,,,,,,
12410,40.07,0.344,,44598.87,697.8775,Girth Weld,,,,,,,,
12420,39.03,0.344,,44638.93,697.3063,Girth Weld,,,,,,,,
,,0.344,-1.18,44640.11,697.2894,metal loss,13,,0.87,0.83,,6:38,NO,
,,0.344,-2.41,44641.35,697.2719,metal loss,12,,1.02,0.98,,4:49,NO,
,,0.344,-3.02,44641.95,697.2633,metal loss,20,,1.38,1.3,1.86,4:51,NO,
,,0.344,-3.55,44642.49,697.2557,metal loss,22,,1.1,0.83,1.87,4:46,NO,
,,0.344,-9.05,44647.98,697.1778,Cluster,16,,6.84,3.81,,4:42,NO,
12430,40.2,0.344,,44677.96,696.6826,Girth Weld,,,,,,,,
,,0.344,-20.15,44698.12,696.1631,metal loss,13,,1.22,1.1,,4:16,NO,
,,0.344,-20.75,44698.71,696.1486,metal loss,11,,1.1,1.1,,4:35,NO,
,,0.344,-21.25,44699.21,696.1362,Cluster,20,,3.23,3.77,1.79,7:38,NO,
,,0.344,-22.98,44700.94,696.0937,metal loss,10,,1.3,1.26,,7:56,NO,
,,0.344,-23.27,44701.23,696.0865,metal loss,10,,0.91,0.91,,4:43,NO,
,,0.344,-25.85,44703.81,696.023,metal loss-manufacturing anomaly,11,,0.47,0.83,,3:55,N/A,
12440,39.95,0.344,,44718.17,695.6982,Girth Weld,,,,,,,,
,,0.344,-38.87,44757.04,694.8058,Cluster,14,,2.92,2.66,,6:17,NO,
12450,40.01,0.344,,44758.11,694.7799,Girth Weld,,,,,,,,
12460,40.09,0.344,,44798.13,694.7464,Girth Weld,,,,,,,,
12470,39.87,0.344,,44838.22,695.7125,Girth Weld,,,,,,,,
12480,39.94,0.344,,44878.09,696.0318,Girth Weld,,,,,,,,
12490,40.05,0.344,,44918.03,696.2948,Girth Weld,,,,,,,,
,,0.344,-0.74,44918.76,696.3026,metal loss,17,,1.02,8.54,,8:55,NO,
,,0.344,-21.98,44940,696.5491,Cluster,15,,3.73,5.82,,8:17,NO,
12500,40.13,0.344,,44958.08,696.7703,Girth Weld,,,,,,,,
,,0.344,-5.24,44963.32,696.8365,metal loss,17,,1.06,1.06,,9:07,NO,
,,0.344,-39.01,44997.09,697.265,Cluster,12,,4.68,9.8,,4:55,NO,
12510,40.14,0.344,,44998.21,697.2776,Girth Weld,,,,,,,,
,,0.344,-14.9,45013.1,697.4398,metal loss,17,,0.98,0.63,,6:29,NO,
12520,39.98,0.344,,45038.35,697.7037,Girth Weld,,,,,,,,
12530,33.05,0.344,,45078.33,698.2766,Girth Weld,,,,,,,,
12540,22.19,0.344,,45111.38,698.9762,Girth Weld,,,,,,,,
,,0.344,-0.76,45112.14,698.9924,metal loss,38,,1.1,1.22,1.85,12:30,NO,
,,0.344,-0.76,45112.14,698.9924,metal loss,39,,1.22,0.59,1.84,12:01,NO,
12550,40.04,0.344,,45133.57,699.4208,Girth Weld,,,,,,,,
,,0.344,-4.88,45138.44,699.5063,metal loss,14,,0.98,1.1,,3:57,NO,
,,0.344,-5.64,45139.21,699.5193,Cluster,47,,5.47,5.59,1.46,3:34,NO,
,,0.344,-17.81,45151.38,699.7154,metal loss,14,,1.22,1.34,,4:21,NO,
,,0.344,-33.26,45166.83,699.9389,metal loss-manufacturing anomaly,21,,0.47,0.55,,5:55,N/A,
12560,6.67,0.344,,45173.61,700.0325,Girth Weld,,,,,,,,
,,0.344,-1.52,45175.13,700.0533,metal loss,22,,0.83,1.42,1.88,5:30,NO,
,,0.344,-1.74,45175.35,700.0563,metal loss,23,,0.94,2.17,1.87,4:54,NO,
12570,39.91,0.344,,45180.28,700.1224,Girth Weld,,,,,,,,
12580,39.89,0.344,,45220.19,700.6343,Girth Weld,,,,,,,,
12590,39.98,0.344,,45260.07,700.8783,Girth Weld,,,,,,,,
12600,39.99,0.344,,45300.06,700.0412,Girth Weld,,,,,,,,
12610,40.01,0.344,,45340.05,697.0301,Girth Weld,,,,,,,,
12620,40.02,0.344,,45380.06,692.8162,Girth Weld,,,,,,,,
12630,40.05,0.344,,45420.08,688.0937,Girth Weld,,,,,,,,
12640,40.01,0.344,,45460.13,683.0006,Girth Weld,,,,,,,,
12650,40.04,0.344,,45500.14,677.9465,Girth Weld,,,,,,,,
12660,8.53,0.5,,45540.18,673.1279,Girth Weld,,,,,,,,"0.500"""
,,,,45544.54,672.6721,Bend,,,,,,,,5.8D - 20° - Sag
12670,39.99,0.344,,45548.71,672.2441,Girth Weld,,,,,,,,"0.344"""
12680,21.28,0.344,,45588.7,668.3896,Girth Weld,,,,,,,,
12690,40.1,0.344,,45609.98,666.4433,Girth Weld,,,,,,,,
12700,25.52,0.344,,45650.07,664.9737,Girth Weld,,,,,,,,
12710,40.04,0.344,,45675.6,666.512,Girth Weld,,,,,,,,
,,0.344,-0.81,45676.4,666.559,Cluster,36,,3.82,6.49,1.66,6:20,NO,
12720,25.25,0.344,,45715.64,668.8806,Girth Weld,,,,,,,,
12730,39.99,0.344,,45740.89,670.6509,Girth Weld,,,,,,,,
12740,39.94,0.344,,45780.89,673.9064,Girth Weld,,,,,,,,
12750,18.45,0.344,,45820.83,677.396,Girth Weld,,,,,,,,
12760,39.96,0.344,,45839.28,679.1444,Girth Weld,,,,,,,,
12770,31.86,0.344,,45879.24,683.0501,Girth Weld,,,,,,,,
12780,39.97,0.344,,45911.1,686.0843,Girth Weld,,,,,,,,
,,0.344,-38.95,45950.05,689.282,Cluster,11,,2.63,16.36,,4:27,NO,
,,0.344,-39.05,45950.15,689.2903,Cluster,14,,1.25,2.24,,7:27,NO,
12790,39.82,0.344,,45951.07,689.3637,Girth Weld,,,,,,,,
,,0.344,-0.49,45951.57,689.4027,Cluster,10,,2.4,5.82,,7:14,NO,
,,0.344,-0.78,45951.85,689.4256,Cluster,14,,2.63,19,,5:14,NO,
12800,39.8,0.344,,45990.9,692.1132,Girth Weld,,,,,,,,
12810,40.04,0.344,,46030.7,694.7511,Girth Weld,,,,,,,,
12820,40,0.344,,46070.74,696.5456,Girth Weld,,,,,,,,
,,0.344,-38.9,46109.65,696.3652,Cluster,26,,4.52,5.7,1.71,4:49,NO,
,,0.344,-38.91,46109.65,696.3651,Cluster,24,,3.65,5.03,1.75,7:07,NO,
12830,40.18,0.344,,46110.74,696.3379,Girth Weld,,,,,,,,
12840,40.2,0.344,,46150.92,695.0106,Girth Weld,,,,,,,,
,,0.344,-39.1,46190.01,693.4018,Cluster,15,,2.56,9.59,,5:32,NO,
,,0.344,-39.16,46190.08,693.3991,Cluster,14,,2.17,4.65,,4:11,NO,
12850,40.18,0.344,,46191.12,693.3585,Girth Weld,,,,,,,,
,,0.344,-0.77,46191.89,693.3283,Cluster,12,,0.91,7.39,,6:26,NO,
,,0.344,-0.79,46191.91,693.3277,metal loss,11,,0.75,1.22,,8:05,NO,
,,0.344,-0.8,46191.92,693.3271,metal loss,15,,0.87,1.93,,3:44,NO,
,,0.344,-5.74,46196.86,693.1403,Cluster,10,,3.97,2.39,,8:11,NO,
,,0.344,-8.19,46199.31,693.0482,Cluster,11,,1.06,3.39,,8:25,NO,
12860,40,0.344,,46231.3,691.9705,Girth Weld,,,,,,,,
12870,39.91,0.344,,46271.31,691.1178,Girth Weld,,,,,,,,
,,0.344,-0.79,46272.09,691.1071,metal loss,21,,1.02,0.91,1.87,9:23,NO,
12880,40.05,0.344,,46311.21,690.4431,Girth Weld,,,,,,,,
,,0.344,-22.62,46333.84,690.0619,metal loss-manufacturing anomaly,24,,4.57,0.71,,9:03,N/A,
,,0.344,-31.85,46343.06,689.8947,metal loss-manufacturing anomaly,10,,3.98,1.73,,8:57,N/A,
12890,40.06,0.344,,46351.26,689.7413,Girth Weld,,,,,,,,
,,0.344,-26.55,46377.81,689.2407,metal loss-manufacturing anomaly,12,,0.94,1.06,,7:36,N/A,
12900,40,0.344,,46391.32,689.0145,Girth Weld,,,,,,,,
,,0.344,-39.09,46430.41,688.4641,metal loss,38,,1.65,1.14,1.81,7:31,NO,
,,0.344,-39.12,46430.44,688.4638,metal loss,28,,1.06,2.13,1.86,8:03,NO,
12910,21.52,0.344,,46431.33,688.4549,Girth Weld,,,,,,,,
,,0.344,-0.81,46432.14,688.4468,metal loss,10,,0.91,0.87,,5:08,NO,
,,0.344,-6.01,46437.34,688.405,metal loss-manufacturing anomaly,14,,0.59,0.71,,7:18,N/A,
12920,40.01,0.344,,46452.85,688.2783,Girth Weld,,,,,,,,
12930,29.43,0.344,,46492.86,688.2593,Girth Weld,,,,,,,,
12940,39.97,0.344,,46522.29,688.3858,Girth Weld,,,,,,,,
12950,21.66,0.344,,46562.26,688.6884,Girth Weld,,,,,,,,
12960,39.94,0.344,,46583.92,688.8914,Girth Weld,,,,,,,,
12970,33,0.344,,46623.86,688.9722,Girth Weld,,,,,,,,
12980,39.94,0.344,,46656.86,688.8341,Girth Weld,,,,,,,,
,,0.344,-7.96,46664.82,688.7538,metal loss,20,,0.94,0.67,1.87,4:49,NO,
12990,10.44,0.5,,46696.8,687.5733,Girth Weld,,,,,,,,"0.500"""
,,,,46701.98,687.3295,Bend,,,,,,,,6.2D - 27° - Sag
13000,40.04,0.344,,46707.24,687.0396,Girth Weld,,,,,,,,"0.344"""
,,0.344,-25.88,46733.12,685.3023,metal loss,15,,0.87,0.94,,8:25,NO,
