Joint num,Joint len,Wt [in],to u/s w. [ft],to d/s w. [ft],Log Dist. [ft],Event Description,ID/OD,Depth [%],Depth [in],OD Reduction [%],OD Reduction [in],Length [in],Width [in],O'clock,Comments,Anomalies per Joint,Tool Velocity [ft/s],Elevation [ft],Seam Position (TFI),Tool   (TFI),Seam Anomaly  (TFI),MOP [PSI],SMYS [PSI],Seam Type,Pdesign [PSI],B31G Psafe [PSI],B31G Pburst [PSI],Mod B31G Psafe [PSI],Mod B31G Pburst [PSI],Effective Area Psafe [PSI],Effective Area Pburst [PSI],ERF,RPR
4830,11.86,0.344,,,17181.45,GirthWeld,,,,,,,,,,,0.7,268.15,,,,1160,65000,,1342,,,,,,,,
4840,40.24,0.344,,,17193.31,GirthWeld,,,,,,,,,,,0.7,272,,,,1160,65000,,1342,,,,,,,,
4850,40.1,0.344,,,17233.54,GirthWeld,,,,,,,,,,,0.7,287.7,,,,1160,65000,,1342,,,,,,,,
4860,40.16,0.344,,,17273.64,GirthWeld,,,,,,,,,,,0.7,305.37,,,,1160,65000,,1342,,,,,,,,
4870,40.12,0.344,,,17313.8,GirthWeld,,,,,,,,,,,0.7,324.4,,,,1160,65000,,1342,,,,,,,,
4880,40.04,0.344,,,17353.93,GirthWeld,,,,,,,,,,,0.7,345.56,,,,1160,65000,,1342,,,,,,,,
4890,40.06,0.344,,,17393.97,GirthWeld,,,,,,,,,,,0.7,366.79,,,,1160,65000,,1342,,,,,,,,
4900,40.02,0.344,,,17434.03,GirthWeld,,,,,,,,,,1,0.7,386.11,,,,1160,65000,,1342,,,,,,,,
4900,,,,,17473.09,Attachment,,,,,,,,6:00,Repair Marker 2012 Dig #11 Recoat,,,402.17,,,,,,,,,,,,,,,
4900,,0.344,-39.15,0.87,17473.17,metal loss,External,10,0.034,,,0.98,3.78,6:11,Recoat,,0.7,402.21,,MFL-A/XT,,1160,65000,,1342,,,,,,,,
4910,40.01,0.344,,,17474.05,GirthWeld,,,,,,,,,,,0.7,402.54,,,,1160,65000,,1342,,,,,,,,
4910,,,,,17474.86,Attachment,,,,,,,,6:00,Repair Marker 2012 Dig #11 Recoat,,,402.84,,,,,,,,,,,,,,,
4920,40.16,0.344,,,17514.06,GirthWeld,,,,,,,,,,,0.7,414.51,,,,1160,65000,,1342,,,,,,,,
4930,9.35,0.5,,,17554.21,GirthWeld,,,,,,,,,,,0.7,418.21,,,,1160,60000,,1800,,,,,,,,
4930,,,,,17559.53,Bend,,,,,,,,,5.5D -  23° - Over,,,417.63,,,,,,,,,,,,,,,
4940,25.44,0.344,,,17563.57,GirthWeld,,,,,,,,,,,0.7,415.7,,,,1160,65000,,1342,,,,,,,,
4950,31.3,0.344,,,17589.01,GirthWeld,,,,,,,,,,,0.7,402.98,,,,1160,65000,,1342,,,,,,,,
4960,40.11,0.344,,,17620.31,GirthWeld,,,,,,,,,,,0.7,388.14,,,,1160,65000,,1342,,,,,,,,
4970,40.16,0.344,,,17660.43,GirthWeld,,,,,,,,,,,0.7,372.09,,,,1160,65000,,1342,,,,,,,,
4980,40.17,0.344,,,17700.59,GirthWeld,,,,,,,,,,,1,361.26,,,,1160,65000,,1342,,,,,,,,
4990,40.04,0.344,,,17740.76,GirthWeld,,,,,,,,,,,0.7,355.62,,,,1160,65000,,1342,,,,,,,,
5000,40.1,0.344,,,17780.81,GirthWeld,,,,,,,,,,,0.7,353.02,,,,1160,65000,,1342,,,,,,,,
5010,40.13,0.344,,,17820.91,GirthWeld,,,,,,,,,,,0.7,353.38,,,,1160,65000,,1342,,,,,,,,
5020,31.82,0.344,,,17861.04,GirthWeld,,,,,,,,,,,0.7,355.21,,,,1160,65000,,1342,,,,,,,,
5030,40.08,0.344,,,17892.86,GirthWeld,,,,,,,,,,,0.7,358.16,,,,1160,65000,,1342,,,,,,,,
5040,40.15,0.344,,,17932.93,GirthWeld,,,,,,,,,,,0.7,362.24,,,,1160,65000,,1342,,,,,,,,
5050,40.11,0.344,,,17973.09,GirthWeld,,,,,,,,,,,0.7,367.28,,,,1160,65000,,1342,,,,,,,,
5060,31.32,0.344,,,18013.2,GirthWeld,,,,,,,,,,,0.7,373.27,,,,1160,65000,,1342,,,,,,,,
5070,40.06,0.344,,,18044.52,GirthWeld,,,,,,,,,,,0.7,376.6,,,,1160,65000,,1342,,,,,,,,
5080,39.98,0.344,,,18084.58,GirthWeld,,,,,,,,,,,0.7,379.06,,,,1160,65000,,1342,,,,,,,,
5090,39.99,0.344,,,18124.56,GirthWeld,,,,,,,,,,,1,377.33,,,,1160,65000,,1342,,,,,,,,
5100,40.01,0.344,,,18164.55,GirthWeld,,,,,,,,,,2,0.7,374.48,,,,1160,65000,,1342,,,,,,,,
5100,,0.344,-38.91,1.1,18203.47,cluster,External,28,0.096,,,1.69,6.41,5:52,,,0.7,371.46,,,,1160,65000,,1342,1438.14,1996.82,1504.49,2088.95,1509.91,2096.47,0.77,1.8
5100,,0.344,-39.06,0.95,18203.62,metal loss,External,12,0.041,,,0.67,0.75,5:56,,,0.7,371.45,,MFL-A/XT,,1160,65000,,1342,,,,,,,,
5110,8.21,0.344,,,18204.57,GirthWeld,,,,,,,,,,,0.7,371.39,,,,1160,65000,,1342,,,,,,,,
5120,39.98,0.344,,,18212.77,GirthWeld,,,,,,,,,,2,0.7,370.87,,,,1160,65000,,1342,,,,,,,,
5120,,0.344,-0.74,39.24,18213.52,metal loss,External,10,0.034,,,1.5,2.28,5:04,,,0.7,370.82,,MFL-A/XT,,1160,65000,,1342,,,,,,,,
5120,,0.344,-0.81,39.17,18213.58,metal loss,External,31,0.107,,,0.83,2.48,6:05,,,0.7,370.82,,MFL-A/XT,,1160,65000,,1342,1464.13,2032.91,1534.75,2130.96,1536.32,2133.14,0.76,1.84
5130,39.97,0.344,,,18252.75,GirthWeld,,,,,,,,,,,0.7,370.17,,,,1160,65000,,1342,,,,,,,,
5140,39.91,0.344,,,18292.72,GirthWeld,,,,,,,,,,,0.7,371.18,,,,1160,65000,,1342,,,,,,,,
5150,39.86,0.344,,,18332.63,GirthWeld,,,,,,,,,,,0.7,374.58,,,,1160,65000,,1342,,,,,,,,
5160,40,0.344,,,18372.49,GirthWeld,,,,,,,,,,,0.7,378.77,,,,1160,65000,,1342,,,,,,,,
5170,40,0.344,,,18412.49,GirthWeld,,,,,,,,,,,0.7,385.14,,,,1160,65000,,1342,,,,,,,,
5180,39.91,0.344,,,18452.49,GirthWeld,,,,,,,,,,1,0.7,396.09,,,,1160,65000,,1342,,,,,,,,
5180,,0.344,-0.87,39.04,18453.36,metal loss,External,23,0.079,,,0.55,1.1,6:36,,,0.7,396.38,,MFL-A/XT,,1160,65000,,1342,1472.35,2044.32,1544.24,2144.15,1544.57,2144.59,0.75,1.85
5190,34.54,0.344,,,18492.4,GirthWeld,,,,,,,,,,,1,410.86,,,,1160,65000,,1342,,,,,,,,
5200,40.03,0.344,,,18526.94,GirthWeld,,,,,,,,,,,0.7,426.29,,,,1160,65000,,1342,,,,,,,,
5210,39.9,0.344,,,18566.97,GirthWeld,,,,,,,,,,,0.7,444.94,,,,1160,65000,,1342,,,,,,,,
5220,39.89,0.344,,,18606.87,GirthWeld,,,,,,,,,,,0.7,465.43,,,,1160,65000,,1342,,,,,,,,
5230,40,0.344,,,18646.76,GirthWeld,,,,,,,,,,,0.7,486.51,,,,1160,65000,,1342,,,,,,,,
5240,39.99,0.344,,,18686.76,GirthWeld,,,,,,,,,,,0.7,508.11,,,,1160,65000,,1342,,,,,,,,
5250,40.05,0.344,,,18726.75,GirthWeld,,,,,,,,,,,0.7,529.91,,,,1160,65000,,1342,,,,,,,,
5260,40.03,0.344,,,18766.8,GirthWeld,,,,,,,,,,,0.7,551.64,,,,1160,65000,,1342,,,,,,,,
5270,35.32,0.344,,,18806.83,GirthWeld,,,,,,,,,,4,0.7,572.96,,,,1160,65000,,1342,,,,,,,,
5270,,,,,18839.54,Attachment,,,,,,,,6:00,Repair Marker,,,589,,,,,,,,,,,,,,,
5270,,0.344,-35.01,0.31,18841.84,metal loss,External,10,0.034,,,1.38,4.45,11:42,near girth weld Recoat,,0.7,589.95,,MFL-A/XT,,1160,65000,,1342,,,,,,,,
5270,,0.344,-35.05,0.27,18841.88,cluster,External,54,0.186,,,2.53,18.14,6:17,affecting girth weld Recoat,,0.7,589.97,,,,1160,65000,,1342,1318.15,1830.22,1345.19,1867.76,1421.64,1973.91,0.86,1.61
5270,,0.344,-35.19,0.13,18842.02,metal loss,External,12,0.041,,,0.63,5.35,12:03,near girth weld Recoat,,0.7,590.03,,MFL-A/XT,,1160,65000,,1342,,,,,,,,
5270,,0.344,-35.2,0.12,18842.02,metal loss,External,18,0.062,,,0.47,1.22,11:38,near girth weld Recoat,,0.7,590.03,,MFL-A/XT,,1160,65000,,1342,1473.99,2046.6,,,,,,
5280,11.82,0.5,,,18842.14,GirthWeld,,,,,,,,,,,0.7,590.08,,,,1160,60000,,1800,,,,,,,,
5280,,,,,18848.15,Bend,,,,,,,,,5.7D -  36° - Left,,,592.34,,,,,,,,,,,,,,,
5290,40.35,0.344,,,18853.96,GirthWeld,,,,,,,,,,,0.7,593.43,,,,1160,65000,,1342,,,,,,,,
5290,,,,,18883.46,AGM,,,,,,,,,AGM#7 AT PLM/ ON FENCE,,,597.54,,,,,,,,,,,,,,,
5300,40.18,0.344,,,18894.32,GirthWeld,,,,,,,,,,,0.7,598.71,,,,1160,65000,,1342,,,,,,,,
5310,40.14,0.344,,,18934.5,GirthWeld,,,,,,,,,,,1,599.51,,,,1160,65000,,1342,,,,,,,,
5310,,,,,18939.78,Tap,,,,,,,,12:00,,,,599.2,,,,,,,,,,,,,,,
5320,30.26,0.344,,,18974.64,GirthWeld,,,,,,,,,,,1,595.08,,,,1160,65000,,1342,,,,,,,,
5330,39.95,0.344,,,19004.9,GirthWeld,,,,,,,,,,,0.7,589.88,,,,1160,65000,,1342,,,,,,,,
5340,40.03,0.344,,,19044.85,GirthWeld,,,,,,,,,,,0.7,583.1,,,,1160,65000,,1342,,,,,,,,
5350,40.06,0.344,,,19084.88,GirthWeld,,,,,,,,,,,0.7,576.77,,,,1160,65000,,1342,,,,,,,,
5360,40.07,0.344,,,19124.93,GirthWeld,,,,,,,,,,,0.7,571.95,,,,1160,65000,,1342,,,,,,,,
5370,39.99,0.344,,,19165,GirthWeld,,,,,,,,,,,0.7,567.38,,,,1160,65000,,1342,,,,,,,,
5380,39.42,0.344,,,19205,GirthWeld,,,,,,,,,,,1,563.13,,,,1160,65000,,1342,,,,,,,,
5390,40.03,0.344,,,19244.41,GirthWeld,,,,,,,,,,,0.7,558.47,,,,1160,65000,,1342,,,,,,,,
5400,39.93,0.344,,,19284.44,GirthWeld,,,,,,,,,,2,0.7,552.56,,,,1160,65000,,1342,,,,,,,,
5400,,0.344,-39.07,0.86,19323.51,metal loss,External,16,0.055,,,0.63,2.21,5:19,,,0.7,545.43,,MFL-A/XT,,1160,65000,,1342,1472.97,2045.19,,,,,,
5400,,0.344,-39.79,0.14,19324.23,metal loss,External,11,0.038,,,0.47,0.91,7:42,near girth weld,,0.7,545.29,,MFL-A/XT,,1160,65000,,1342,,,,,,,,
5410,39.94,0.344,,,19324.37,GirthWeld,,,,,,,,,,,0.7,545.26,,,,1160,65000,,1342,,,,,,,,
5420,39.98,0.344,,,19364.31,GirthWeld,,,,,,,,,,,0.7,537.88,,,,1160,65000,,1342,,,,,,,,
5430,39.98,0.344,,,19404.28,GirthWeld,,,,,,,,,,,0.7,530.72,,,,1160,65000,,1342,,,,,,,,
5440,40,0.344,,,19444.27,GirthWeld,,,,,,,,,,,0.7,523.48,,,,1160,65000,,1342,,,,,,,,
5450,40.02,0.344,,,19484.27,GirthWeld,,,,,,,,,,,0.7,516.01,,,,1160,65000,,1342,,,,,,,,
5460,39.92,0.344,,,19524.29,GirthWeld,,,,,,,,,,,0.7,508.05,,,,1160,65000,,1342,,,,,,,,
5470,40.03,0.344,,,19564.2,GirthWeld,,,,,,,,,,,0.7,499.47,,,,1160,65000,,1342,,,,,,,,
5480,40.05,0.344,,,19604.24,GirthWeld,,,,,,,,,,,0.7,490.39,,,,1160,65000,,1342,,,,,,,,
5490,39.99,0.344,,,19644.28,GirthWeld,,,,,,,,,,,0.7,480.99,,,,1160,65000,,1342,,,,,,,,
5500,40,0.344,,,19684.27,GirthWeld,,,,,,,,,,,0.7,471.57,,,,1160,65000,,1342,,,,,,,,
5510,39.98,0.344,,,19724.27,GirthWeld,,,,,,,,,,,0.7,462.25,,,,1160,65000,,1342,,,,,,,,
5520,39.91,0.344,,,19764.25,GirthWeld,,,,,,,,,,,0.7,453.05,,,,1160,65000,,1342,,,,,,,,
5530,40.03,0.344,,,19804.16,GirthWeld,,,,,,,,,,,0.7,444.97,,,,1160,65000,,1342,,,,,,,,
5540,39.98,0.344,,,19844.19,GirthWeld,,,,,,,,,,,0.7,437.03,,,,1160,65000,,1342,,,,,,,,
5550,40.06,0.344,,,19884.17,GirthWeld,,,,,,,,,,,0.7,429.61,,,,1160,65000,,1342,,,,,,,,
5560,39.93,0.344,,,19924.23,GirthWeld,,,,,,,,,,,0.7,423.32,,,,1160,65000,,1342,,,,,,,,
5570,39.89,0.344,,,19964.16,GirthWeld,,,,,,,,,,,0.7,417.24,,,,1160,65000,,1342,,,,,,,,
5580,40.03,0.344,,,20004.05,GirthWeld,,,,,,,,,,,0.7,411.13,,,,1160,65000,,1342,,,,,,,,
5590,40,0.344,,,20044.08,GirthWeld,,,,,,,,,,,0.7,404.02,,,,1160,65000,,1342,,,,,,,,
5600,40.06,0.344,,,20084.08,GirthWeld,,,,,,,,,,,0.7,396.15,,,,1160,65000,,1342,,,,,,,,
5610,40.19,0.344,,,20124.14,GirthWeld,,,,,,,,,,,0.7,388.28,,,,1160,65000,,1342,,,,,,,,
5620,40.15,0.344,,,20164.33,GirthWeld,,,,,,,,,,1,0.7,379.37,,,,1160,65000,,1342,,,,,,,,
5620,,0.344,-39.29,0.86,20203.62,metal loss,External,10,0.034,,,0.43,1.34,5:48,,,0.7,367.68,,MFL-A/XT,,1160,65000,,1342,,,,,,,,
5630,40.05,0.344,,,20204.48,GirthWeld,,,,,,,,,,,0.7,367.41,,,,1160,65000,,1342,,,,,,,,
5640,39.94,0.344,,,20244.53,GirthWeld,,,,,,,,,,,0.7,354.46,,,,1160,65000,,1342,,,,,,,,
5650,40.07,0.344,,,20284.47,GirthWeld,,,,,,,,,,,0.7,341.21,,,,1160,65000,,1342,,,,,,,,
5660,40.12,0.344,,,20324.54,GirthWeld,,,,,,,,,,2,0.7,328.28,,,,1160,65000,,1342,,,,,,,,
5660,,0.344,-39.09,1.04,20363.63,cluster,External,34,0.117,,,1.98,1.68,6:41,,,0.7,316.04,,,,1160,65000,,1342,1415.09,1964.81,1476.02,2049.42,1510.75,2097.64,0.79,1.77
5660,,0.344,-39.28,0.84,20363.82,metal loss,External,25,0.086,,,0.75,1.89,7:17,,,0.7,315.98,,MFL-A/XT,,1160,65000,,1342,1468.39,2038.82,1539.78,2137.94,1540.54,2139,0.75,1.84
5670,40.23,0.344,,,20364.66,GirthWeld,,,,,,,,,,,0.7,315.72,,,,1160,65000,,1342,,,,,,,,
5680,38.7,0.344,,,20404.89,GirthWeld,,,,,,,,,,1,0.7,303.21,,,,1160,65000,,1342,,,,,,,,
5680,,0.344,-37.59,1.11,20442.48,metal loss,External,19,0.065,,,1.22,2.09,5:54,,,0.7,290.5,,MFL-A/XT,,1160,65000,,1342,1462.3,2030.37,,,,,,
5690,40.08,0.344,,,20443.59,GirthWeld,,,,,,,,,,,0.7,290.12,,,,1160,65000,,1342,,,,,,,,
5700,40.03,0.344,,,20483.66,GirthWeld,,,,,,,,,,,0.7,276.4,,,,1160,65000,,1342,,,,,,,,
5710,40.08,0.344,,,20523.69,GirthWeld,,,,,,,,,,,1,262.49,,,,1160,65000,,1342,,,,,,,,
5720,40.1,0.344,,,20563.77,GirthWeld,,,,,,,,,,,1,247.71,,,,1160,65000,,1342,,,,,,,,
5730,40.06,0.344,,,20603.86,GirthWeld,,,,,,,,,,,0.7,232.69,,,,1160,65000,,1342,,,,,,,,
5740,39.99,0.344,,,20643.92,GirthWeld,,,,,,,,,,,0.7,217.64,,,,1160,65000,,1342,,,,,,,,
5750,40.08,0.344,,,20683.91,GirthWeld,,,,,,,,,,,0.7,202.72,,,,1160,65000,,1342,,,,,,,,
5760,40.12,0.344,,,20723.99,GirthWeld,,,,,,,,,,,0.7,188.2,,,,1160,65000,,1342,,,,,,,,
5770,40.1,0.344,,,20764.11,GirthWeld,,,,,,,,,,,0.7,174.93,,,,1160,65000,,1342,,,,,,,,
5780,40.26,0.344,,,20804.2,GirthWeld,,,,,,,,,,,0.7,163.1,,,,1160,65000,,1342,,,,,,,,
5790,11.71,0.344,,,20844.46,GirthWeld,,,,,,,,,,,0.7,156.84,,,,1160,65000,,1342,,,,,,,,
5800,40.1,0.344,,,20856.18,GirthWeld,,,,,,,,,,,0.7,156.28,,,,1160,65000,,1342,,,,,,,,
5810,39.98,0.344,,,20896.27,GirthWeld,,,,,,,,,,,0.7,154.51,,,,1160,65000,,1342,,,,,,,,
5820,33.42,0.344,,,20936.25,GirthWeld,,,,,,,,,,,0.7,153.12,,,,1160,65000,,1342,,,,,,,,
5830,40.07,0.344,,,20969.67,GirthWeld,,,,,,,,,,,0.7,151.78,,,,1160,65000,,1342,,,,,,,,
5840,40.02,0.344,,,21009.74,GirthWeld,,,,,,,,,,1,0.7,150.25,,,,1160,65000,,1342,,,,,,,,
5840,,0.344,-39.16,0.86,21048.9,metal loss,External,25,0.086,,,0.55,1.73,6:11,,,0.7,148.6,,MFL-A/XT,,1160,65000,,1342,1471.95,2043.76,1543.77,2143.49,1544.19,2144.07,0.75,1.85
5850,20.98,0.344,,,21049.76,GirthWeld,,,,,,,,,,,0.7,148.56,,,,1160,65000,,1342,,,,,,,,
5860,40.11,0.344,,,21070.74,GirthWeld,,,,,,,,,,,0.7,147.42,,,,1160,65000,,1342,,,,,,,,
5870,40.01,0.344,,,21110.85,GirthWeld,,,,,,,,,,2,0.7,145.76,,,,1160,65000,,1342,,,,,,,,
5870,,0.344,-0.04,39.97,21110.89,Girth Weld Anomaly,N/A,,,,,,,3:22,affecting girth weld,,0.7,145.76,,MFL-A/XT,,1160,65000,,1342,,,,,,,,
5870,,0.344,-39.16,0.85,21150.01,metal loss,External,11,0.038,,,0.47,0.98,6:32,,,0.7,144.88,,MFL-A/XT,,1160,65000,,1342,,,,,,,,
5880,40.1,0.344,,,21150.86,GirthWeld,,,,,,,,,,,0.7,144.86,,,,1160,65000,,1342,,,,,,,,
5890,40.08,0.344,,,21190.97,GirthWeld,,,,,,,,,,,0.7,144.15,,,,1160,65000,,1342,,,,,,,,
5900,40.01,0.344,,,21231.05,GirthWeld,,,,,,,,,,,0.7,143.11,,,,1160,65000,,1342,,,,,,,,
5900,,,,,21254.3,AGM,,,,,,,,,AGM#8 AT A/M LF 4/ ON ROW,,,142.3,,,,,,,,,,,,,,,
5910,40.05,0.344,,,21271.06,GirthWeld,,,,,,,,,,2,0.7,141.76,,,,1160,65000,,1342,,,,,,,,
5910,,,,,21310.13,Attachment,,,,,,,,6:00,Repair Marker 2012 Dig #12 Recoat,,,140.75,,,,,,,,,,,,,,,
5910,,0.344,-39.18,0.87,21310.24,metal loss,External,32,0.11,,,0.75,2.32,5:29,Recoat,,0.7,140.75,,MFL-A/XT,,1160,65000,,1342,1465.95,2035.43,1536.81,2133.82,1538.18,2135.73,0.75,1.84
5910,,0.344,-39.2,0.85,21310.26,metal loss,External,17,0.058,,,0.55,1.06,4:36,Recoat,,0.7,140.75,,MFL-A/XT,,1160,65000,,1342,1473.48,2045.89,,,,,,
5920,40,0.344,,,21311.11,GirthWeld,,,,,,,,,,10,0.7,140.73,,,,1160,65000,,1342,,,,,,,,
5920,,0.344,-0.64,39.36,21311.75,metal loss,External,11,0.038,,,1.06,0.94,5:27,Recoat,,0.7,140.72,,MFL-A/XT,,1160,65000,,1342,,,,,,,,
5920,,0.344,-0.72,39.29,21311.82,cluster,External,49,0.169,,,1.62,8.48,7:22,Recoat,,0.7,140.72,,,,1160,65000,,1342,1403.7,1949.01,1458.71,2025.38,1471.3,2042.86,0.8,1.75
5920,,0.344,-0.73,39.27,21311.84,metal loss,External,24,0.083,,,0.94,1.89,9:04,Recoat,,0.7,140.72,,MFL-A/XT,,1160,65000,,1342,1464.79,2033.83,1535.73,2132.33,1536.78,2133.77,0.76,1.84
5920,,0.344,-0.75,39.25,21311.86,metal loss,External,17,0.058,,,0.87,3.03,3:37,Recoat,,0.7,140.72,,MFL-A/XT,,1160,65000,,1342,1469.75,2040.72,,,,,,
5920,,0.344,-0.75,39.25,21311.86,metal loss,External,14,0.048,,,0.35,0.59,4:30,Recoat,,0.7,140.72,,MFL-A/XT,,1160,65000,,1342,1475.26,2048.36,,,,,,
5920,,0.344,-0.81,39.19,21311.92,metal loss,External,26,0.089,,,0.59,1.5,5:21,Recoat,,0.7,140.72,,MFL-A/XT,,1160,65000,,1342,1470.96,2042.39,1542.65,2141.93,1543.19,2142.69,0.75,1.85
5920,,0.344,-0.83,39.18,21311.94,metal loss,External,31,0.107,,,0.55,2.44,4:37,Recoat,,0.7,140.72,,MFL-A/XT,,1160,65000,,1342,1470.67,2041.98,1542.24,2141.36,1542.95,2142.35,0.75,1.85
5920,,0.344,-0.99,39.01,21312.1,metal loss,External,17,0.058,,,0.47,0.98,4:24,Recoat,,0.7,140.71,,MFL-A/XT,,1160,65000,,1342,1474.23,2046.93,,,,,,
5920,,,,,21312.4,Attachment,,,,,,,,6:00,Repair Marker 2012 Dig #12 Recoat,,,140.71,,,,,,,,,,,,,,,
5920,,,,,21335.81,Attachment,,,,,,,,6:00,Repair Marker,,,140.18,,,,,,,,,,,,,,,
5920,,,,,21336.46,Area Start Composite Wrap,,,,,,,,,Repair Marker @12:00,,,140.16,,,,,,,,,,,,,,,
5920,,0.344,-25.86,14.14,21336.97,metal loss,External,24,0.083,,,1.18,1.61,6:23,Repaired?,,0.7,140.15,,MFL-A/XT,,1160,65000,,1342,1459.26,2026.15,1529.42,2123.57,1530.98,2125.72,0.76,1.83
5920,,0.344,-26.1,13.91,21337.2,cluster,External,35,0.12,,,1.92,4.23,6:16,Repaired?,,0.7,140.15,,,,1160,65000,,1342,1414.76,1964.35,1475.49,2048.68,1482.5,2058.41,0.79,1.77
5920,,,,,21337.88,Area End Composite Wrap,,,,,,,,,Repair Marker @12:00,,,140.13,,,,,,,,,,,,,,,
5920,,,,,21338.91,Attachment,,,,,,,,6:00,Repair Marker,,,140.11,,,,,,,,,,,,,,,
5930,40.07,0.344,,,21351.11,GirthWeld,,,,,,,,,,27,0.7,139.83,,,,1160,65000,,1342,,,,,,,,
5930,,0.344,-16,24.07,21367.11,metal loss,External,11,0.038,,,1.61,2.21,5:25,,,0.7,139.46,,MFL-A/XT,,1160,65000,,1342,,,,,,,,
5930,,0.344,-16.56,23.51,21367.67,metal loss,External,15,0.052,,,1.93,2.6,6:04,,,0.7,139.44,,MFL-A/XT,,1160,65000,,1342,1453.11,2017.6,,,,,,
5930,,0.344,-17.32,22.75,21368.43,metal loss,External,10,0.034,,,1.93,1.93,7:03,,,0.7,139.42,,MFL-A/XT,,1160,65000,,1342,,,,,,,,
5930,,0.344,-17.77,22.29,21368.88,metal loss,External,11,0.038,,,1.14,2.09,6:54,,,0.7,139.41,,MFL-A/XT,,1160,65000,,1342,,,,,,,,
5930,,0.344,-18.15,21.91,21369.26,metal loss,External,14,0.048,,,1.14,0.67,6:34,,,0.7,139.4,,MFL-A/XT,,1160,65000,,1342,1467.5,2037.59,,,,,,
5930,,0.344,-18.21,21.86,21369.32,metal loss,External,19,0.065,,,1.73,1.81,4:57,,,0.7,139.4,,MFL-A/XT,,1160,65000,,1342,1451.09,2014.8,,,,,,
5930,,0.344,-18.38,21.68,21369.49,metal loss,External,13,0.045,,,1.06,1.97,5:46,,,0.7,139.4,,MFL-A/XT,,1160,65000,,1342,1469.08,2039.78,,,,,,
5930,,0.344,-18.45,21.62,21369.56,cluster,External,28,0.096,,,3.19,9.3,5:50,,,0.7,139.4,,,,1160,65000,,1342,1383.99,1921.63,1437.24,1995.57,1470.31,2041.49,0.81,1.72
5930,,0.344,-18.46,21.61,21369.57,metal loss,External,10,0.034,,,0.39,0.59,6:24,,,0.7,139.4,,MFL-A/XT,,1160,65000,,1342,,,,,,,,
5930,,0.344,-18.88,21.19,21369.99,metal loss,External,14,0.048,,,0.59,1.69,6:18,,,0.7,139.39,,MFL-A/XT,,1160,65000,,1342,1473.62,2046.09,,,,,,
5930,,0.344,-19.02,21.05,21370.13,cluster,External,18,0.062,,,0.82,3.19,6:32,,,0.7,139.38,,,,1160,65000,,1342,1469.87,2040.88,,,,,,
5930,,0.344,-19.27,20.8,21370.38,metal loss,External,10,0.034,,,1.18,5.04,5:02,,,0.7,139.38,,MFL-A/XT,,1160,65000,,1342,,,,,,,,
5930,,0.344,-19.37,20.7,21370.48,metal loss,External,20,0.069,,,1.89,2.21,6:18,,,0.7,139.37,,MFL-A/XT,,1160,65000,,1342,1445.34,2006.81,1513.32,2101.21,1515.14,2103.73,0.77,1.81
5930,,0.344,-20.1,19.96,21371.21,metal loss,External,14,0.048,,,1.97,3.58,5:38,,,0.7,139.36,,MFL-A/XT,,1160,65000,,1342,1454.15,2019.05,,,,,,
5930,,0.344,-31.29,8.77,21382.4,cluster,External,38,0.131,,,3.3,8.57,5:55,,,0.7,139.17,,,,1160,65000,,1342,1338.49,1858.47,1377.72,1912.93,1408.98,1956.34,0.84,1.65
5930,,0.344,-31.29,8.77,21382.4,metal loss,External,24,0.083,,,1.42,3.23,4:49,,,0.7,139.17,,MFL-A/XT,,1160,65000,,1342,1452.69,2017.03,1521.84,2113.04,1524,2116.04,0.76,1.82
5930,,0.344,-32.76,7.3,21383.87,metal loss,External,12,0.041,,,1.81,1.85,4:38,,,0.7,139.17,,MFL-A/XT,,1160,65000,,1342,,,,,,,,
5930,,0.344,-33.06,7.01,21384.17,metal loss,External,13,0.045,,,0.55,1.02,4:19,,,0.7,139.17,,MFL-A/XT,,1160,65000,,1342,1474.18,2046.86,,,,,,
5930,,0.344,-33.27,6.8,21384.38,cluster,External,23,0.079,,,3,3.44,4:43,,,0.7,139.17,,,,1160,65000,,1342,1407.81,1954.71,1467.33,2037.35,1485.78,2062.96,0.79,1.76
5930,,0.344,-33.27,6.79,21384.38,metal loss,External,47,0.162,,,1.1,1.22,3:57,,,0.7,139.17,,MFL-A/XT,,1160,65000,,1342,1440.52,2000.12,1505.16,2089.88,1512.04,2099.43,0.77,1.8
5930,,0.344,-33.28,6.78,21384.39,metal loss,External,12,0.041,,,0.63,1.89,4:34,,,0.7,139.17,,MFL-A/XT,,1160,65000,,1342,,,,,,,,
5930,,0.344,-33.43,6.63,21384.54,metal loss,External,10,0.034,,,0.51,0.98,4:25,,,0.7,139.17,,MFL-A/XT,,1160,65000,,1342,,,,,,,,
5930,,0.344,-33.47,6.59,21384.58,cluster,External,47,0.162,,,5.38,5.45,4:05,,,0.7,139.17,,,,1160,65000,,1342,1207.22,1676.19,1198.93,1664.69,1370.96,1903.54,0.97,1.44
5930,,0.344,-33.52,6.54,21384.63,metal loss,External,11,0.038,,,0.32,0.75,4:24,,,0.7,139.17,,MFL-A/XT,,1160,65000,,1342,,,,,,,,
5930,,0.344,-34.28,5.78,21385.39,metal loss,External,25,0.086,,,1.46,1.89,4:40,,,0.7,139.17,,MFL-A/XT,,1160,65000,,1342,1450.45,2013.92,1519.19,2109.36,1521.73,2112.88,0.76,1.82
